unitid,year,scugffn,npgrn2,agrnt_a,loan_a,agrnt_p
427982,2019,2,26929,6295,7052,100
427991,2019,365,,3386,,64
428000,2019,0,,,,
428019,2019,22,,6386,,73
428055,2019,91,3468,5714,,90
428125,2019,36,8252,6179,,86
428143,2019,31,30385,4759,8716,77
428170,2019,179,27766,5562,13840,86
428259,2019,0,,,,
428392,2019,191,,5345,6404,92
429012,2019,70,110279,5948,6209,41
429128,2019,12,10181,5866,,100
430184,2019,8,20749,7400,7711,50
430218,2019,20,14368,5322,7697,90
430227,2019,40,15974,5172,8553,93
430245,2019,854,26078,3704,5083,82
430306,2019,9,13830,4196,5581,67
430403,2019,135,28029,3689,7052,78
430485,2019,13,36175,5599,10399,38
430564,2019,27,16736,5210,8390,15
430582,2019,423,8869,2512,4130,71
430670,2019,13,6553,5568,4593,100
430704,2019,0,,,,
430795,2019,67,,3661,,73
430883,2019,8,,6162,5709,63
430908,2019,25,,6375,7000,64
430935,2019,117,2341,6020,,97
430971,2019,39,,4587,8010,69
431017,2019,48,,4272,,69
431071,2019,30,19546,3941,6343,57
431099,2019,113,15234,3548,6278,73
431105,2019,22,,5633,7394,64
431123,2019,90,6335,6382,,100
431141,2019,889,21793,4820,6845,71
431169,2019,27,,6363,,96
431187,2019,66,,4270,,42
431196,2019,20,,5608,7642,100
431266,2019,0,,,,
431275,2019,1,,6095,7052,100
431284,2019,9,12575,5587,,44
431558,2019,243,,3982,,67
431600,2019,12,22726,5920,9073,75
431716,2019,370,,4234,6175,58
431929,2019,13,6815,5656,,100
431983,2019,18,10430,9270,,89
432074,2019,35,,4001,,63
432117,2019,63,13679,5188,7563,90
432223,2019,0,,,,
432269,2019,33,16104,4642,6652,70
432384,2019,69,23089,7150,9161,81
432524,2019,57,32232,11014,8463,100
433004,2019,2,21705,13076,17427,100
433013,2019,41,23474,6196,7750,44
433040,2019,33,,4310,12123,73
433068,2019,167,,2156,,90
433101,2019,500,22220,4345,7331,78
433138,2019,125,,5437,5859,93
433165,2019,0,,,,
433174,2019,3,,2455,1484,100
433387,2019,206,7785,5369,5899,43
433420,2019,52,33534,8784,11262,73
433536,2019,13,24610,4270,6379,100
433660,2019,2833,,6116,8630,77
433970,2019,46,21927,5406,6681,70
434016,2019,32,,3609,,100
434061,2019,1020,,5430,5310,76
434140,2019,194,18801,4746,2962,73
434159,2019,253,16484,4304,7874,76
434274,2019,64,6644,5792,5688,77
434283,2019,46,6922,5813,5222,100
434292,2019,3,14667,5193,4093,100
434308,2019,76,21143,3378,7528,76
434344,2019,113,21472,5173,7745,57
434362,2019,29,10868,6025,7671,66
434432,2019,4,27674,4718,9576,75
434469,2019,23,19035,6095,9465,100
434496,2019,112,11938,3631,5419,62
434520,2019,165,22413,5363,7024,85
434539,2019,29,19372,7440,8051,97
434584,2019,26,,5585,,73
434672,2019,1757,,4795,6792,71
434751,2019,13,13081,5437,,92
434821,2019,903,18735,4546,3961,90
434830,2019,85,10732,4164,6290,64
434900,2019,63,4776,6196,,100
434937,2019,5,14667,10513,,60
435000,2019,0,,,,
436030,2019,199,18104,2187,3777,93
436100,2019,17,13280,5645,9500,82
436304,2019,495,,4371,5396,83
436429,2019,2680,30459,5247,8288,53
436553,2019,16,4680,6395,,100
436599,2019,2,23520,2049,9500,100
436614,2019,8,15751,8742,1531,100
436632,2019,133,20722,4704,9062,74
436641,2019,78,14900,4844,7722,77
436650,2019,126,17692,4023,4545,80
436775,2019,81,15719,5100,7301,47
436818,2019,311,,11470,5355,69
436827,2019,199,,10651,5445,56
436836,2019,647,,12696,5755,68
437097,2019,5,11207,5418,8357,60
437103,2019,1295,,5461,4853,82
437237,2019,31,24791,7615,8904,84
437316,2019,0,,,,
437325,2019,0,,,,
437556,2019,437,19831,5806,8766,85
437608,2019,128,18352,4401,,83
437635,2019,694,26540,3985,6338,75
437705,2019,5,1490,6095,,80
437723,2019,142,2775,5914,2070,100
437732,2019,5,24100,3497,7390,100
437750,2019,26,31855,1757,3514,12
437769,2019,49,27442,5983,10541,65
437778,2019,279,23755,3096,5752,69
437857,2019,36,17403,5187,7478,83
438151,2019,14,24674,7335,11819,86
438179,2019,222,23094,4031,5180,94
438221,2019,64,18278,6433,10171,84
438285,2019,71,24505,3539,5990,83
438337,2019,234,5369,6962,,100
438498,2019,8,14339,7054,8905,25
438504,2019,785,17849,5323,8271,86
438586,2019,84,14036,6279,6596,94
438674,2019,5,16840,6095,5100,100
438708,2019,26,,6772,4355,88
438735,2019,19,24760,4149,7284,84
438869,2019,17,23821,5418,9132,100
438984,2019,38,7402,5870,,76
439020,2019,0,,,,
439118,2019,136,24579,4031,7713,85
439145,2019,320,,6346,4965,34
439190,2019,243,,6077,3508,23
439288,2019,291,27249,20011,8199,100
439367,2019,360,22690,4908,10438,59
439446,2019,0,,,,
439455,2019,14,36400,5489,10619,93
439473,2019,170,9338,3263,3578,40
439491,2019,296,19882,5189,4648,89
439507,2019,182,17646,5083,6111,79
439570,2019,783,22279,4881,6797,71
439622,2019,69,,4338,4738,99
439668,2019,252,22377,3652,7626,72
439686,2019,139,20895,5513,7077,94
439701,2019,19,24688,4083,5854,89
439738,2019,38,22158,5879,7529,100
439747,2019,188,,6029,,15
439774,2019,65,12398,3109,2100,85
439783,2019,0,,,,
439792,2019,42,21292,6043,8269,86
439844,2019,41,8934,5602,5724,51
439862,2019,15,5114,6457,,100
439871,2019,21,17700,5878,5980,90
439899,2019,19,10008,10895,5273,95
439932,2019,39,4605,5500,3500,95
439969,2019,55,23485,3443,5542,78
439996,2019,20,19282,4699,8473,70
440059,2019,98,21664,5484,11253,72
440101,2019,38,13586,5187,8185,89
440217,2019,24,,5036,4088,79
440226,2019,54,7029,4728,7614,76
440262,2019,358,21454,7984,9047,79
440271,2019,17,21251,5859,7433,88
440402,2019,296,,4939,4064,79
440651,2019,154,5135,7782,5006,99
440730,2019,211,,6048,5513,83
440749,2019,0,,,,
440758,2019,1,19194,4572,9500,100
440776,2019,12,12663,6205,4718,92
440794,2019,42,18562,17156,8096,81
440819,2019,0,,,,
440828,2019,64,,5958,5496,69
440855,2019,111,28041,4353,7097,70
440989,2019,201,12626,4273,6724,92
441025,2019,211,21912,5408,7550,23
441052,2019,625,24414,4846,8431,70
441070,2019,11,,4148,,91
441168,2019,19,15651,4257,5972,68
441210,2019,37,,3304,11412,35
441229,2019,171,25708,4657,9160,39
441256,2019,29,10225,4133,5146,59
441362,2019,226,25118,4765,6476,76
441371,2019,24345,18001,5986,6963,91
441380,2019,110,22877,4401,7623,87
441414,2019,118,,1515,,84
441423,2019,271,19080,3844,6106,83
441487,2019,7,15672,11867,6584,100
441496,2019,21,24418,5263,8149,81
441502,2019,347,20126,5110,4700,86
441511,2019,15,10745,1555,5190,100
441548,2019,24,23109,4334,7905,67
441575,2019,355,7353,6417,,87
441593,2019,10,,6949,7547,100
441609,2019,0,,,,
441618,2019,9,12562,4451,5226,78
441636,2019,4,22919,4029,7543,100
441645,2019,41,12946,4827,6621,56
441663,2019,292,21155,4113,7292,70
441672,2019,45,,6738,9000,93
441690,2019,12,6290,5987,,100
441706,2019,8,2116,6888,,100
441742,2019,760,30392,4202,6054,74
441760,2019,506,,6188,5922,61
441788,2019,32,22651,4885,7526,63
441830,2019,51,16890,4267,6222,78
441858,2019,62,,,,0
441876,2019,21,18267,4959,9433,76
441900,2019,408,,5639,2927,85
441937,2019,947,,8972,5641,78
441982,2019,84,35310,36640,4765,100
442073,2019,407,24698,4519,7504,74
442134,2019,222,21641,4712,3073,82
442161,2019,0,,,,
442213,2019,0,,,,
442240,2019,55,14926,4350,8053,82
442329,2019,1116,27767,5435,6734,86
442356,2019,64,31064,6871,13596,63
442383,2019,28,14774,6841,5645,86
442426,2019,50,25784,5204,8665,72
442435,2019,4,13121,5552,4229,100
442523,2019,27,5482,16112,3628,100
442569,2019,211,8400,5279,7910,92
442602,2019,79,27347,4703,7235,86
442611,2019,599,21393,5393,8432,75
442639,2019,5,21564,2950,9573,20
442657,2019,170,25527,4015,6173,78
442718,2019,8,19115,3628,5106,88
442781,2019,59,,4658,,68
442842,2019,17,25804,1716,6029,35
442879,2019,217,39773,3762,2504,26
442888,2019,65,20419,5418,9500,83
442930,2019,332,,6485,7729,38
442949,2019,0,,,,
442967,2019,34,16121,7707,2652,97
442976,2019,72,10813,8482,,100
442985,2019,132,18269,5673,11841,89
443021,2019,101,3547,5930,,100
443049,2019,18,16217,3618,2021,28
443058,2019,0,,,,
443100,2019,97,10140,4189,,98
443137,2019,328,28172,3648,6033,44
443146,2019,31,12922,5806,9500,100
443173,2019,14,8171,5378,7698,93
443207,2019,161,20993,4271,7390,76
443216,2019,77,13843,5765,8741,35
443225,2019,40,22214,5910,8471,33
443234,2019,49,21051,3990,5067,100
443252,2019,1043,8649,5818,6998,96
443261,2019,121,29576,4282,12263,41
443289,2019,180,14946,3158,4000,53
443298,2019,44,12861,6095,7724,100
443322,2019,174,9588,3652,6413,68
443331,2019,17,36514,7829,8908,65
443340,2019,3,25910,1500,,33
443377,2019,35,17676,8104,6120,77
443410,2019,209,34874,11396,10805,35
443492,2019,299,,6086,4841,76
443562,2019,59,4733,6376,6873,100
443571,2019,139,19123,4937,8660,87
443599,2019,1,22266,3248,9500,100
443632,2019,42,24738,4326,7887,83
443641,2019,31,20150,5242,8419,55
443650,2019,242,21275,4899,8755,59
443669,2019,235,24743,3816,6681,59
443678,2019,22,16573,5267,7076,59
443696,2019,3,12816,7214,4051,67
443748,2019,102,16919,6207,7816,77
443766,2019,6,22257,5892,7422,83
443784,2019,4,21800,6349,8323,50
443951,2019,48,2953,6391,,98
443979,2019,6,9229,2751,6233,83
444051,2019,70,11094,5028,9164,63
444088,2019,293,25016,7340,8805,71
444130,2019,0,,,,
444194,2019,11,6502,2613,,100
444200,2019,317,26873,4079,5860,85
444219,2019,870,,3194,6496,80
444228,2019,12,13925,4527,4679,92
444255,2019,51,20190,5988,7842,92
444264,2019,94,13351,4603,,100
444282,2019,28,15303,4828,8423,75
444291,2019,33,15079,4936,8386,97
444307,2019,31,16436,5084,8833,97
444316,2019,151,5522,5183,7254,40
444325,2019,4,24322,6387,5771,75
444334,2019,56,25197,4120,4885,32
444343,2019,35,23915,5463,6933,97
444361,2019,88,12745,5956,6020,94
444370,2019,55,22503,3546,4332,82
444398,2019,9,8856,5482,,89
444404,2019,39,12271,3307,,97
444413,2019,38,11139,6861,,45
444440,2019,21,12196,2544,228,62
444468,2019,12,11924,4327,2722,75
444486,2019,43,13208,4241,8910,79
444510,2019,18,23286,6092,9188,72
444529,2019,56,11274,3174,4936,52
444556,2019,570,15368,6937,10567,70
444565,2019,34,26087,3681,8788,65
444583,2019,436,14339,5437,3147,97
444592,2019,193,18667,5300,8000,100
444635,2019,0,,,,
444662,2019,92,16374,5844,6984,58
444671,2019,111,3577,5397,,100
444680,2019,54,,6095,,100
444714,2019,89,21913,3542,4341,87
444732,2019,32,5165,3533,,100
444778,2019,0,,,,
444787,2019,559,25641,5212,10694,62
444796,2019,184,25711,7000,4500,98
444811,2019,191,22493,4868,10764,87
444857,2019,19,16176,4723,6610,68
444866,2019,114,29304,3738,11865,65
444893,2019,502,25080,2751,4620,76
444936,2019,217,8804,4568,5761,79
444945,2019,548,20843,3390,5089,82
444954,2019,300,,5691,4010,65
445027,2019,727,12555,5753,6231,92
445133,2019,24,14822,6283,7082,67
445188,2019,2206,,23112,4787,90
445203,2019,139,18561,5865,8793,89
445212,2019,32,19650,5043,8103,84
445230,2019,443,19703,3954,2687,78
445249,2019,68,20250,4674,7911,76
445258,2019,91,23526,4010,8330,71
445267,2019,2,15196,3884,2334,100
445300,2019,0,,,,
445364,2019,918,32380,3962,6105,61
445461,2019,85,18808,5976,5540,87
445498,2019,39,7103,5601,,100
445540,2019,39,9942,4648,5532,87
445638,2019,10,23890,3689,4550,50
445647,2019,41,16761,2921,3791,61
445656,2019,49,18002,3085,4036,51
445692,2019,137,27881,9087,7260,93
445708,2019,486,24030,24736,7971,100
445735,2019,0,,,,
445744,2019,38,21397,5614,7823,100
445762,2019,16,24560,4807,8660,94
445780,2019,2,15310,4876,9500,100
445799,2019,569,18554,5861,8220,72
445841,2019,65,10990,4346,6648,72
445850,2019,28,12309,4062,7264,86
445911,2019,510,20136,4134,7390,69
445948,2019,862,16506,5568,8265,85
445957,2019,0,,,,
446048,2019,331,15939,19906,6927,99
446084,2019,3,,4370,7917,67
446093,2019,42,21054,5987,8179,71
446109,2019,154,18196,5466,10648,55
446118,2019,713,30116,3629,6681,80
446127,2019,17,22270,4886,9215,94
446136,2019,93,26424,2657,4203,65
446163,2019,36,19231,1891,1790,69
446206,2019,21,,4836,6879,71
446224,2019,0,,,,
446233,2019,59,18695,9493,5483,98
446242,2019,38,13787,6093,8630,100
446251,2019,3,8980,2820,6439,100
446260,2019,200,13220,5734,6916,53
446288,2019,31,13492,4952,6888,61
446303,2019,3,12014,5700,6959,100
446349,2019,3,,3785,1567,100
446385,2019,68,35872,5257,5355,60
446394,2019,0,,,,
446455,2019,23,17190,6942,6998,70
446516,2019,5,4250,3262,,100
446525,2019,50,40476,4359,11135,52
446534,2019,32,8681,3077,,100
446552,2019,1398,18518,3271,6485,42
446561,2019,1316,25054,3971,9784,67
446589,2019,521,25085,5865,6500,81
446598,2019,0,,,,
446604,2019,359,7980,12321,,84
446640,2019,185,8249,24849,6248,100
446677,2019,9,26792,5587,8535,89
446774,2019,269,,5203,4355,61
446996,2019,81,18016,2919,3164,94
447014,2019,106,15751,5369,5707,89
447023,2019,506,19775,4656,7204,89
447050,2019,1,,,,0
447148,2019,67,13735,4824,7654,88
447166,2019,23,14820,4298,6886,65
447175,2019,21,16656,4331,8700,86
447263,2019,36,23004,4317,11108,64
447379,2019,91,25228,4501,9948,70
447403,2019,228,17647,4886,8541,66
447421,2019,13,15534,6376,12329,100
447430,2019,30,18780,3916,4553,57
447449,2019,33,6492,6087,5738,100
447458,2019,84,30725,3163,11359,25
447467,2019,189,24689,3475,5601,80
447582,2019,212,,5787,3906,78
447591,2019,948,24445,4138,6069,74
447607,2019,476,26668,4167,7355,89
447616,2019,368,25627,4204,7698,91
447689,2019,2073,,5920,5790,75
447704,2019,56,17264,3188,4671,61
447713,2019,54,51827,6368,8603,59
447722,2019,42,16680,5860,7699,100
447731,2019,199,13856,4530,2334,25
447759,2019,57,5417,5910,5477,72
447768,2019,1186,26005,4627,8307,80
447777,2019,30,19086,5304,7344,37
447795,2019,76,24562,3350,2995,57
447810,2019,209,22136,3821,7939,89
447847,2019,51,34994,3049,3164,16
447865,2019,15,20352,6095,9500,100
447874,2019,248,31458,2799,9708,47
447883,2019,152,13766,5018,7127,88
447892,2019,96,19539,4977,7766,79
447908,2019,13,10631,5234,4897,100
447917,2019,34,8599,3414,4697,74
447935,2019,39,22020,4967,9128,85
447953,2019,79,18489,6372,6844,76
447962,2019,145,21203,3535,5174,79
447971,2019,81,14535,4973,6231,75
447980,2019,15,12841,5163,5949,93
447999,2019,84,21155,6269,12649,90
448017,2019,102,18782,3149,4297,89
448026,2019,92,12461,4414,6552,48
448044,2019,1,,,,0
448071,2019,33,23090,5409,7653,67
448123,2019,209,6409,4959,5644,97
448196,2019,37,16163,5626,6861,27
448220,2019,20,10794,4719,7741,65
448239,2019,0,,,,
448248,2019,296,,2672,4964,21
448257,2019,17,16057,3731,6729,94
448275,2019,19,14759,4641,6495,74
448354,2019,35,22935,8813,9495,94
448424,2019,34,11122,3592,6268,56
448433,2019,715,22005,5606,8221,82
448594,2019,459,,6354,5944,89
448600,2019,36,17020,5572,10701,69
448619,2019,80,24364,4156,7983,64
448646,2019,447,20725,3604,5323,81
448673,2019,100,19004,4667,7543,76
448707,2019,104,9816,5548,,74
448752,2019,14,24781,7439,9884,100
448761,2019,19,24150,6872,11434,95
448770,2019,163,10893,8450,8584,83
448798,2019,68,13824,5113,8254,100
448840,2019,535,,9152,7897,76
448859,2019,47,19511,7137,6456,70
448886,2019,1407,,13236,7350,96
448895,2019,567,19971,3451,5755,70
448983,2019,127,25989,4995,6293,69
449038,2019,1,,,,0
449074,2019,346,26360,4271,3155,58
449083,2019,75,12308,6244,6800,100
449092,2019,78,11777,6423,8000,100
449135,2019,18,4694,6541,,100
449250,2019,796,26053,4447,7545,70
449311,2019,100,26091,5379,7431,97
449320,2019,313,21584,4820,7516,79
449339,2019,43,10995,5493,9455,93
449348,2019,2,2921,5714,9402,100
449357,2019,33,,5395,7155,85
449366,2019,245,30259,4642,8980,28
449384,2019,5,40741,6209,8776,80
449393,2019,32,9119,5175,2565,75
449445,2019,52,24437,4657,7277,52
449454,2019,0,,,,
449463,2019,243,12064,3593,2333,68
449472,2019,35,16671,4147,5233,63
449490,2019,43,23111,3143,4621,40
449506,2019,58,15076,5925,9850,90
449524,2019,5,20022,5524,10021,80
449533,2019,67,16540,4173,5724,79
449597,2019,10,13182,4064,6799,30
449603,2019,43,13936,5166,5364,84
449612,2019,26,26565,5955,3260,65
449658,2019,24,5016,6284,,50
449667,2019,26,28498,4001,4350,73
449676,2019,241,28519,4334,6108,52
449685,2019,382,10409,4594,5538,87
449700,2019,160,28958,3295,2432,64
449719,2019,28,22499,4419,8471,100
449728,2019,15,7558,4465,7446,80
449764,2019,35,22880,6301,5947,91
449773,2019,136,12889,5128,7314,89
449782,2019,36,11874,3255,9533,81
449807,2019,89,11611,5985,3917,73
449816,2019,45,,5826,,31
449834,2019,0,,,,
449861,2019,78,21509,2414,5975,67
449870,2019,18,12116,9373,5485,83
449898,2019,19,15676,9306,7461,95
449904,2019,159,22367,3981,5969,79
449931,2019,4,23210,6110,2375,50
449959,2019,27,16393,5183,7499,63
449968,2019,34,24597,5703,9990,59
449977,2019,32,12133,5393,8903,47
449986,2019,55,16966,5469,8551,47
449995,2019,46,21957,4780,10694,61
450021,2019,213,20055,5040,4658,89
450058,2019,58,25937,6212,7620,88
450067,2019,48,20898,5938,8666,85
450119,2019,245,18774,4677,3540,87
450128,2019,333,20383,4844,4556,92
450298,2019,0,,,,
450377,2019,1,24593,3556,3878,100
450395,2019,21,15302,5565,6857,71
450401,2019,541,24898,4348,5973,67
450571,2019,31,19744,3866,7962,87
450599,2019,35,15023,5275,8214,74
450605,2019,28,14705,5805,7999,93
450614,2019,31,14308,4930,8300,90
450632,2019,0,,,,
450641,2019,54,8818,6006,7170,70
450650,2019,127,9009,5282,7947,51
450711,2019,92,8097,4233,6949,95
450720,2019,482,26100,4055,6106,68
450933,2019,191,10951,3552,6007,92
450951,2019,69,33999,6334,7518,68
450960,2019,276,19531,5759,7423,67
450979,2019,62,13916,4188,7944,90
450988,2019,162,11461,4357,,57
451006,2019,23,17415,6109,8133,96
451033,2019,0,,,,
451042,2019,21,13468,6000,9500,100
451051,2019,0,,,,
451097,2019,52,7601,5484,5462,67
451103,2019,662,24218,3610,8986,66
451121,2019,26,24657,6999,7689,46
451149,2019,124,23639,4130,9776,46
451158,2019,155,20072,5999,8184,90
451167,2019,32,5504,5164,7047,59
451194,2019,5,8954,4717,5310,60
451228,2019,132,30771,5029,16939,82
451237,2019,91,12538,4844,7240,63
451255,2019,11,13473,5797,6516,73
451264,2019,25,20876,8253,8339,84
451282,2019,36,11222,4406,9019,67
451291,2019,0,,,,
451307,2019,2,,,,0
451316,2019,11,8746,4726,4700,45
451334,2019,165,15892,4754,7547,73
451343,2019,31,20851,5474,5833,90
451352,2019,199,26381,4046,10117,56
451370,2019,7,20918,8196,,86
451398,2019,52,4962,14076,,98
451404,2019,102,2862,13138,,99
451413,2019,22,43463,4279,15364,27
451459,2019,77,,4534,3162,75
451468,2019,214,19107,4453,3731,41
451477,2019,518,31028,5178,16686,76
451495,2019,34,27012,4776,9228,94
451501,2019,124,9926,5125,,98
451529,2019,66,9606,5550,5500,100
451547,2019,22,9199,4556,3343,82
451556,2019,752,17115,6202,10521,93
451565,2019,45,16552,3903,7075,53
451574,2019,66,8336,5073,6850,45
451583,2019,97,,4171,,69
451626,2019,50,12316,4351,6587,68
451635,2019,16,28258,3069,4255,69
451671,2019,106,,9415,5826,79
451714,2019,72,18066,4030,7727,53
451741,2019,50,7826,4946,1650,100
451750,2019,152,13331,9695,6318,89
451820,2019,48,24131,6380,7704,88
451857,2019,80,20477,5243,8708,75
451866,2019,81,19838,5446,9213,88
451875,2019,0,,,,
451884,2019,0,,,,
451909,2019,141,22343,5750,8328,84
451918,2019,37,11618,5578,8787,89
451927,2019,88,25585,14065,15551,95
452009,2019,23,11908,5606,10347,52
452072,2019,71,18653,3883,9298,70
452081,2019,172,10993,4370,7372,73
452106,2019,38,,5704,,95
452124,2019,47,23207,5529,7855,87
452373,2019,18,30264,3612,8203,44
452540,2019,0,,,,
452771,2019,0,,,,
452780,2019,0,,,,
452887,2019,84,19649,6160,8626,43
452948,2019,97,26263,4210,7208,70
453163,2019,3,22816,5333,12535,67
453215,2019,3,22054,6095,,33
453297,2019,15,12834,4371,,33
453756,2019,82,24071,4648,7893,89
453792,2019,63,12490,3029,7423,87
454184,2019,143,34069,23164,8159,99
454227,2019,24,23715,8954,7669,63
454236,2019,7,25056,7237,10061,86
454245,2019,2,33720,6095,15300,50
454306,2019,27,17420,4235,4688,78
454458,2019,27,18087,6383,10834,93
454537,2019,43,11334,3129,5419,70
454546,2019,78,19491,3709,4607,69
454555,2019,230,22639,3321,5816,61
454573,2019,204,,4571,5769,68
454582,2019,0,,,,
454607,2019,98,13898,5476,10204,62
454616,2019,36,24202,6044,9208,100
454652,2019,33,16692,4958,9211,73
454689,2019,0,,,,
454698,2019,486,25208,5404,7341,95
454722,2019,23,10495,5701,2935,65
454759,2019,4,22065,6095,,75
454768,2019,59,14640,4402,6925,63
454777,2019,24,23334,4546,7784,58
454786,2019,66,11878,3302,9402,89
454795,2019,70,37908,3429,4963,69
454801,2019,17,21749,5769,9100,88
454810,2019,3315,8311,4684,5968,88
454829,2019,11,,,,0
454847,2019,159,7112,3708,,99
454856,2019,0,,,,
454865,2019,235,16548,6328,11782,58
454874,2019,27,13829,4670,9807,74
454917,2019,110,21604,4737,8622,59
454926,2019,97,15641,5842,8225,71
454935,2019,37,7887,5395,5699,30
454944,2019,42,11186,5043,8134,100
454953,2019,8,11859,4348,7234,63
454962,2019,13,11484,3519,4671,62
454971,2019,3,18262,6609,12893,100
454980,2019,19,14924,5716,9807,100
454999,2019,38,15270,5472,8498,66
455008,2019,67,14477,5910,9306,90
455026,2019,38,32929,3498,5707,45
455062,2019,9,19886,6095,4653,33
455071,2019,0,,,,
455080,2019,67,12696,5165,7829,81
455105,2019,17,9751,4232,4896,59
455114,2019,719,,4868,3479,59
455141,2019,110,16636,4542,8564,74
455187,2019,38,13775,4419,4888,89
455196,2019,578,25550,4708,7529,79
455202,2019,71,,5138,4238,32
455211,2019,118,16030,5791,7222,44
455220,2019,65,8803,3589,5120,42
455239,2019,14,17303,5042,8900,100
455257,2019,80,16065,11349,,89
455275,2019,140,18103,4635,8804,74
455284,2019,51,15829,5308,9172,67
455327,2019,17,13011,3248,6838,94
455336,2019,81,17988,5636,8950,72
455354,2019,134,16177,5516,8937,51
455381,2019,33,14331,4535,5500,76
455460,2019,100,24693,4342,6806,82
455479,2019,38,19297,6612,6363,92
455488,2019,217,19940,5308,7065,95
455512,2019,336,,4622,,95
455558,2019,34,25161,8139,11724,91
455628,2019,52,18498,6157,8512,85
455664,2019,0,,,,
455707,2019,0,,,,
455725,2019,619,15727,4623,6706,86
455734,2019,178,16030,4191,7154,49
455761,2019,79,18716,4494,6639,71
455770,2019,35,23765,21865,6259,100
455798,2019,45,10935,4088,6076,80
455831,2019,181,19475,2259,3338,84
455840,2019,96,24449,4338,6596,34
455859,2019,124,17311,4766,6477,69
455868,2019,152,16734,6108,7906,83
455877,2019,33,23882,4037,10287,52
455886,2019,31,16307,5454,8039,71
455895,2019,35,14868,5845,8116,89
455901,2019,63,19547,5397,8360,46
455910,2019,22,13223,4114,6248,86
455929,2019,15,13129,5254,6950,60
455956,2019,103,5439,6024,,94
455965,2019,21,15050,5374,7746,67
455974,2019,160,9671,3609,3151,81
455983,2019,243,9885,5585,3439,94
456001,2019,52,21339,6869,5448,63
456029,2019,34,17078,4912,8038,79
456038,2019,267,20706,4836,2774,44
456065,2019,63,12150,5419,9513,71
456074,2019,81,13459,5304,9676,74
456126,2019,34,15720,5082,8965,88
456135,2019,44,14011,5271,8032,91
456153,2019,42,17785,4983,5964,76
456180,2019,0,,,,
456205,2019,92,22021,5911,8143,30
456214,2019,263,24553,5158,8565,53
456287,2019,22,15606,4149,6247,100
456454,2019,47,22752,5610,8475,83
456481,2019,2,25030,4220,10000,100
456490,2019,6,15240,5737,5667,83
456506,2019,83,19020,4273,8473,65
456515,2019,59,18532,4351,8370,46
456551,2019,41,12185,4543,8421,76
456560,2019,2,,373,,100
456579,2019,296,19699,6066,11103,53
456588,2019,15,10821,5887,6801,80
456597,2019,76,13171,4940,6617,82
456621,2019,1,,,,0
456825,2019,49,15794,4891,7307,65
456922,2019,76,26306,4045,6541,61
456931,2019,137,29191,4716,9955,72
456959,2019,169,,8522,8163,70
456968,2019,115,18318,5570,7622,77
456977,2019,17,16041,7144,7300,100
457031,2019,17,12533,3024,6781,71
457077,2019,418,22774,3303,5018,61
457086,2019,15,14858,3931,8077,67
457101,2019,75,22984,4691,7493,85
457110,2019,52,35137,3425,8247,77
457129,2019,6,25774,5392,8150,83
457174,2019,197,17914,3969,7933,82
457192,2019,60,18318,5261,7134,100
457208,2019,181,21466,2882,7241,99
457226,2019,0,,,,
457244,2019,26,24366,5186,10056,35
457253,2019,16,13097,6310,2525,44
457299,2019,81,15468,5790,6945,60
457314,2019,33,25171,4775,10210,73
457323,2019,148,18754,5337,9970,68
457332,2019,4,9377,7397,9773,50
457341,2019,42,14675,5770,8689,60
457350,2019,0,,,,
457378,2019,19,,4791,,95
457387,2019,75,,7152,,81
457396,2019,20,21561,2984,4919,65
457402,2019,1,9517,3048,5500,100
457411,2019,37,19222,5942,7517,86
457420,2019,31,15393,5460,8072,77
457439,2019,44,14926,4276,6045,70
457448,2019,76,12682,6002,10733,82
457466,2019,10,12421,3048,7500,40
457475,2019,26,20970,4852,9905,54
457484,2019,18,13927,6143,6900,67
457493,2019,21,10793,4461,5667,48
457527,2019,1,12425,4978,5444,100
457536,2019,56,10760,4916,6667,89
457545,2019,34,12046,5368,10291,82
457554,2019,15,10455,5100,7500,100
457563,2019,192,20942,3830,3481,43
457572,2019,46,14733,4264,6592,70
457581,2019,91,11982,6603,7096,71
457606,2019,104,13753,2061,,82
457615,2019,0,,,,
457624,2019,10,,6646,7042,50
457633,2019,21,17101,4142,5952,43
457642,2019,24,8388,3531,4549,21
457651,2019,11,19295,4696,5170,73
457679,2019,11,6777,6723,,64
457688,2019,90,18755,2525,,36
457697,2019,2,3452,8148,1017,100
457721,2019,25,11539,3893,5716,88
457749,2019,55,13206,4637,7717,55
457767,2019,201,16464,4006,6317,99
457776,2019,22,13980,5958,8679,59
457785,2019,90,11071,6202,8831,74
457794,2019,111,9412,3050,,90
457800,2019,1451,23196,4217,5600,13
457819,2019,9,,,34958,0
457837,2019,26,12607,4827,6921,77
457846,2019,3,23211,6095,9402,33
457855,2019,25,17253,5758,6809,60
457873,2019,0,,,,
457916,2019,24,10387,3982,4652,50
457925,2019,0,,,,
457943,2019,28,,5081,8014,79
457952,2019,66,16085,5478,8691,23
457989,2019,29,,4293,,100
457998,2019,0,,,,
458007,2019,100,9395,3859,5099,60
458034,2019,5,19657,4753,3659,100
458043,2019,64,19829,3132,6485,58
458052,2019,17,5892,3495,,100
458061,2019,9,3081,5198,,100
458070,2019,132,14469,4307,7086,58
458098,2019,69,13378,4960,6120,57
458104,2019,9,10784,4758,7500,44
