unitid,year,scugffn,npgrn2,agrnt_a,loan_a,agrnt_p
458113,2019,2,12011,4516,9403,100
458122,2019,14,12916,4406,6727,79
458131,2019,41,16307,3239,5656,54
458140,2019,7,22234,6418,9500,57
458168,2019,35,12923,3711,4807,69
458210,2019,17,33823,10089,11664,47
458229,2019,20,35957,8174,18196,65
458265,2019,389,24465,5907,9031,87
458274,2019,54,14725,5199,9566,69
458380,2019,35,26003,6145,12010,97
458405,2019,300,22572,4474,9649,40
458423,2019,0,,,,
458441,2019,120,21091,5937,11804,86
458496,2019,36,22680,6995,6945,83
458681,2019,30,24788,5333,8105,90
458803,2019,35,14243,5023,8574,97
458812,2019,25,13054,5366,8231,92
458821,2019,24,14031,4971,8511,96
458830,2019,48,15326,5117,8309,92
458849,2019,26,13616,6036,6891,85
458858,2019,64,16700,4943,8734,97
458867,2019,72,14214,5308,8481,97
458885,2019,0,,,,
458919,2019,14,23034,5115,10028,57
458955,2019,1,21580,6119,9401,100
458964,2019,6,21546,6603,9525,67
458973,2019,4,25902,2247,6268,50
458982,2019,40,23023,6350,8877,85
459000,2019,46,13134,4945,8543,98
459019,2019,38,13898,5642,8154,100
459046,2019,27,15186,5159,9038,93
459055,2019,42,15588,5189,8320,93
459064,2019,33,13468,5596,8409,91
459116,2019,25,10338,5901,11957,68
459125,2019,12,11350,2765,3679,100
459170,2019,102,9421,4008,9029,46
459189,2019,3,,,,0
459198,2019,95,9913,5433,9824,68
459204,2019,2162,49181,3788,12806,71
459213,2019,251,25788,5292,10507,67
459231,2019,87,26293,5673,9142,66
459259,2019,12,20681,5331,7986,92
459268,2019,5,20395,10670,7529,80
459277,2019,152,17161,4481,6496,49
459286,2019,48,22291,5085,7733,67
459295,2019,47,14308,2491,3670,72
459301,2019,33,12968,5072,8714,55
459310,2019,45,8215,6095,3318,100
459329,2019,274,,3954,,55
459347,2019,17,14207,4344,6929,65
459374,2019,35,16593,2993,4665,46
459392,2019,44,10486,4172,6530,75
459408,2019,21,,5445,,38
459417,2019,36,20397,5152,8402,67
459426,2019,106,14615,4666,6099,56
459462,2019,265,35588,5802,11057,57
459499,2019,44,15968,4317,7102,59
459514,2019,184,18404,4347,5530,68
459523,2019,34,9556,4517,,68
459532,2019,50,13764,5089,6168,80
459541,2019,14,9162,5038,7707,100
459550,2019,53,18325,5323,6522,64
459578,2019,34,13626,4605,9199,88
459727,2019,21,20390,9327,8330,90
459824,2019,0,,,,
459842,2019,18,20435,8073,10781,83
459851,2019,36,22336,7072,8848,94
459949,2019,473,,8662,6392,86
459958,2019,308,21318,5023,8034,74
459967,2019,714,17561,3963,5368,84
459985,2019,743,25404,4134,5477,84
459994,2019,14,23458,4691,8633,71
460011,2019,67,15324,4530,7913,84
460020,2019,24,20445,6028,7853,88
460093,2019,79,18127,4430,9002,75
460109,2019,97,17715,4846,9014,68
460118,2019,151,18616,5478,8612,80
460127,2019,59,18580,4299,10000,64
460136,2019,609,22903,4548,3649,59
460145,2019,74,21058,5200,9868,84
460172,2019,295,28202,4967,10817,68
460181,2019,952,23396,3971,8154,67
460190,2019,280,25701,3855,5733,77
460206,2019,924,24715,4107,7571,66
460349,2019,4,18499,6225,9500,50
460376,2019,39,19632,4048,4780,3
460385,2019,31,26393,5663,6585,55
460394,2019,835,,5864,4667,91
460446,2019,72,25010,4415,5709,71
460455,2019,4,23834,3482,4647,100
460464,2019,676,,5053,5681,69
460482,2019,52,26174,8567,14786,96
460516,2019,165,21249,3609,5319,68
460525,2019,127,28972,3700,7378,68
460534,2019,377,23332,3503,5298,73
460543,2019,807,19888,5005,8696,78
460570,2019,124,30780,4811,5728,57
460598,2019,193,,3161,3268,44
460677,2019,72,5622,6379,4985,100
460701,2019,25,10810,2933,5129,64
460738,2019,0,,,,
460756,2019,430,30894,4900,6510,58
460765,2019,65,12455,4370,4200,60
460783,2019,72,17547,5662,9228,83
460808,2019,23,15758,1973,2803,70
460817,2019,271,,5915,9428,18
460826,2019,340,21709,4552,9662,50
460835,2019,309,23403,4934,9023,81
460862,2019,20,14695,4652,7294,50
460871,2019,1,33982,5833,10000,100
460899,2019,20,23205,9297,10787,90
460914,2019,41,19622,4371,8508,41
460932,2019,121,14395,3521,4455,35
460969,2019,133,23529,7368,6983,87
460978,2019,385,17716,3422,5514,67
460987,2019,95,10693,4567,6392,52
460996,2019,77,12075,2898,5922,66
461005,2019,301,26827,3838,4841,73
461014,2019,221,20226,5942,9535,93
461023,2019,60,15331,4406,5422,80
461032,2019,12,20124,6148,5423,58
461111,2019,30,7369,5609,,83
461148,2019,226,43409,11327,10306,66
461157,2019,22,72386,6432,,100
461175,2019,230,2245,2483,,33
461193,2019,73,18705,5548,8731,70
461218,2019,95,19789,3919,8807,88
461245,2019,47,,3344,,64
461254,2019,50,9224,6094,5000,92
461263,2019,19,23275,6390,6563,37
461272,2019,13,11938,3924,10528,77
461281,2019,0,,,,
461290,2019,48,23310,4021,5196,46
461306,2019,110,,2514,,44
461315,2019,11,,5795,,82
461324,2019,0,,,,
461333,2019,0,,,,
461342,2019,36,12309,5443,5601,19
461351,2019,1036,22724,2677,3205,96
461379,2019,2,15870,5486,8462,50
461388,2019,43,11550,4632,6482,91
461412,2019,0,,,,
461421,2019,73,13221,5210,9931,77
461430,2019,0,,,,
461494,2019,61,13913,4338,8061,87
461500,2019,6,16870,5648,,100
461528,2019,5,8163,2317,5394,60
461537,2019,17,12620,2793,4236,82
461555,2019,57,13429,3536,5198,54
461573,2019,93,12965,4222,5501,81
461582,2019,21,11531,4587,6047,52
461591,2019,36,15280,5300,9503,83
461607,2019,40,13224,4605,6563,98
461625,2019,26,3490,3679,,100
461643,2019,0,,,,
461652,2019,16,12584,4633,6222,63
461689,2019,128,21487,4055,3031,70
461704,2019,111,16569,4027,5095,86
461713,2019,16,11050,3713,5800,31
461722,2019,14,8875,4228,7611,50
461740,2019,11,11426,5374,,100
461759,2019,55,3431,8247,,71
461768,2019,93,10477,3458,5094,62
461786,2019,33,11409,5442,9688,70
461795,2019,57,12468,8526,5126,96
461810,2019,63,7137,4273,,73
461829,2019,93,19116,5046,7807,51
461838,2019,102,16217,3545,4319,43
461847,2019,12,10059,7641,,75
461856,2019,332,20682,3166,4893,99
461865,2019,105,,4686,7461,60
461874,2019,62,13304,4319,6149,74
461883,2019,3,23777,5235,,100
461892,2019,76,,4233,7228,51
461908,2019,34,14318,4721,7965,62
461917,2019,47,12941,4620,9435,66
461926,2019,72,8893,4465,7006,67
461944,2019,21,9362,4010,5655,71
461953,2019,11,17686,2032,2474,45
461962,2019,334,23605,4907,5258,65
461999,2019,55,15876,4160,4746,58
462008,2019,72,15933,5385,9707,63
462017,2019,71,14838,4657,6143,54
462035,2019,166,11515,3975,5215,40
462053,2019,118,15670,6194,9997,77
462062,2019,27,12892,4733,5637,59
462071,2019,39,11133,5822,7288,64
462336,2019,23,18052,5555,5762,83
462345,2019,17,8764,7078,4344,18
462354,2019,83,30581,12424,8178,95
463056,2019,620,,11041,5196,69
464226,2019,197,30976,14020,6833,100
465812,2019,7186,26332,6343,9608,87
466152,2019,0,,,,
466161,2019,3,20464,3302,6334,67
466189,2019,1,19702,4064,1569,100
466921,2019,4,32657,5270,18379,50
466930,2019,4,24506,2153,7750,25
467094,2019,55,21072,5855,6354,80
467863,2019,48,12493,4945,9446,56
467872,2019,28,12845,5353,9483,71
467906,2019,42,13647,4843,8094,93
468246,2019,103,15051,3671,5841,26
468255,2019,59,16257,4150,6039,42
468769,2019,128,9471,13403,5936,20
468848,2019,273,26696,4286,7584,85
468893,2019,44,19675,5629,9252,77
468909,2019,297,26114,4252,7382,91
468963,2019,523,13777,4086,8651,95
469416,2019,42,5048,6750,,100
469610,2019,124,19290,5520,6819,82
469629,2019,204,27958,3992,7999,75
469638,2019,235,24615,6036,8276,80
469911,2019,238,20828,3430,5847,82
469920,2019,252,22296,3279,4923,77
469957,2019,82,17366,4274,8901,72
470038,2019,519,27996,4005,7636,92
470047,2019,3,17102,4118,7915,100
470296,2019,19,7803,4594,3884,58
470393,2019,20,15828,6357,7650,75
474863,2019,14,18681,5619,5393,79
474890,2019,99,24490,6144,11508,93
474906,2019,7,26077,6143,14689,100
474915,2019,152,16504,4148,5565,66
474924,2019,94,17064,3518,4847,65
475015,2019,53,12389,5222,9118,45
475024,2019,164,18970,4615,7156,90
475033,2019,0,,,,
475060,2019,58,20948,5566,10843,90
475121,2019,56,21171,5739,8827,93
475130,2019,4,22236,4430,3570,75
475200,2019,0,,,,
475273,2019,0,,,,
475282,2019,4,24193,6095,8674,25
475325,2019,426,28399,4251,6951,40
475398,2019,2,,,,0
475404,2019,36,13149,3656,5575,39
475413,2019,37,11382,3326,5230,84
475422,2019,1,18832,6095,5500,100
475431,2019,188,11951,4231,4125,71
475459,2019,415,26120,4887,8230,94
475468,2019,23,19502,4219,4569,43
475477,2019,18,19279,7457,7708,94
475486,2019,44,23404,5707,7610,68
475538,2019,30,20153,4114,5125,77
475547,2019,30,22913,5178,8252,53
475556,2019,39,13449,5297,9322,67
475565,2019,455,,7633,5103,86
475574,2019,8,18517,5968,9469,100
475608,2019,8,14137,7614,5061,100
475635,2019,2,35201,4270,5500,100
475653,2019,24,10797,4197,5688,63
475662,2019,29,19196,413,4383,34
475705,2019,4,16532,4398,7500,100
475714,2019,86,,4696,7900,5
475723,2019,113,,2862,,73
475732,2019,2,32322,5605,9500,100
475741,2019,2,33687,4240,9500,50
475750,2019,9,,2884,8406,100
475839,2019,15,11074,6640,9221,67
476063,2019,218,23063,3996,6379,72
476179,2019,47,15238,4824,8490,91
476230,2019,39,19394,5378,9017,69
476294,2019,17,15015,6261,8618,88
476355,2019,0,,,,
476489,2019,21,7952,3907,2424,100
476498,2019,127,15632,5482,,96
476513,2019,25,9022,4722,6477,60
476540,2019,16,9887,4649,5463,81
476559,2019,17,16012,3475,3960,82
476568,2019,17,11237,6965,6288,100
476586,2019,71,20708,4288,6250,52
476595,2019,61,28710,5511,6942,69
476601,2019,22,13603,8497,,77
476610,2019,44,18870,3674,4281,64
476629,2019,68,13621,4900,6954,46
476674,2019,22,5637,5893,,45
476683,2019,67,22734,2960,4701,81
476692,2019,6,10267,6483,,83
476708,2019,44,21953,5810,8033,70
476717,2019,148,4159,13370,,93
476726,2019,449,,5618,7348,35
476735,2019,58,25349,4205,7415,55
476753,2019,42,9917,5375,5791,52
476771,2019,18,15932,5418,4002,100
476780,2019,147,5530,4279,,54
476799,2019,157,26303,4764,10852,49
476805,2019,15,7789,5696,7220,53
476814,2019,0,,,,
476823,2019,22,14880,1942,6199,77
476841,2019,52,17171,5114,7960,56
476850,2019,41,11815,4824,7068,80
476869,2019,93,15299,3602,4837,89
476878,2019,127,8941,2738,4222,35
476887,2019,21,20628,4849,6546,67
476896,2019,32,16453,5262,6332,84
476902,2019,34,14347,4531,6372,56
476939,2019,597,28393,5462,8540,85
476948,2019,461,22120,5252,5474,67
476957,2019,20,9415,5363,,35
476966,2019,356,32976,3633,6415,78
476975,2019,0,,,,
476984,2019,33,15052,5199,9343,64
476993,2019,134,16565,3856,7319,42
477002,2019,32,571,6455,5457,16
477039,2019,16,26525,13227,8142,94
477950,2019,7,24383,7837,11921,100
477996,2019,1,20166,3600,6334,100
478014,2019,3,15961,5417,4072,100
478582,2019,37,14503,4852,7712,89
478591,2019,246,16151,4232,3059,59
478616,2019,37,14570,4970,9278,100
478634,2019,25,24762,7661,13032,100
478661,2019,107,14446,4713,6694,75
478917,2019,48,10716,4838,6449,79
478953,2019,69,20866,4899,11115,84
479062,2019,80,18009,5560,7707,59
479248,2019,183,9478,5932,3036,87
479424,2019,529,23035,4755,10022,36
479965,2019,45,21602,3782,4808,100
479974,2019,56,16429,5248,4195,89
479983,2019,12,8529,3847,7816,67
479992,2019,0,,,,
480000,2019,34,11430,4556,7821,76
480019,2019,697,14991,4541,6231,70
480028,2019,77,24489,4466,9750,49
480037,2019,779,32181,5263,17158,75
480073,2019,2,25617,5448,,100
480091,2019,310,13720,6040,8470,88
480125,2019,544,23124,3698,5695,66
480161,2019,13,13746,3213,7738,54
480170,2019,68,15541,5216,5519,72
480189,2019,145,16636,12988,7801,95
480198,2019,0,,,,
480204,2019,73,25654,6808,8524,86
480310,2019,65,15745,4474,8435,94
480347,2019,23,13594,5000,5827,48
480471,2019,447,27354,4043,7438,93
480499,2019,0,,,,
480523,2019,67,19365,4203,9000,79
480532,2019,78,18876,5368,8205,79
480550,2019,64,19195,4335,8614,64
480569,2019,0,,,,
480657,2019,27,19276,3870,7500,85
480693,2019,178,9782,4578,4717,79
480727,2019,29,13287,3109,13419,21
480736,2019,36,21180,4389,9500,100
480781,2019,7,16794,4036,5787,86
480824,2019,353,26318,4450,5814,78
480833,2019,699,25959,4186,6284,74
480842,2019,11,15816,3318,3787,100
480851,2019,43,24036,5482,8330,93
480879,2019,21,10841,4302,7417,57
480888,2019,169,18526,5031,7911,93
480903,2019,650,15157,3845,5523,92
480912,2019,2,33780,5245,5500,50
480921,2019,0,,,,
480930,2019,28,10775,5438,8703,86
480967,2019,68,,6882,,96
480976,2019,9,15912,5945,8357,78
480985,2019,5,22315,4409,7052,40
480994,2019,15,9054,5841,8320,80
481003,2019,255,13823,4141,6223,73
481021,2019,43,,5149,4095,74
481049,2019,9,,5563,8929,89
481058,2019,3,14229,3715,4125,100
481085,2019,0,,,,
481100,2019,83,,3710,,6
481128,2019,56,4455,4670,,98
481137,2019,36,24055,24019,5807,86
481146,2019,213,18764,3893,5811,67
481155,2019,141,20349,4966,6118,64
481182,2019,0,,,,
481191,2019,350,,3607,3165,59
481207,2019,25,23701,3899,7856,84
481225,2019,5,12883,4406,,80
481243,2019,5,36525,4213,5481,40
481252,2019,98,21844,6734,4799,68
481289,2019,82,15553,4582,8100,57
481298,2019,20,11151,5082,3717,80
481313,2019,22,17068,4246,6818,95
481322,2019,2,,,,0
481331,2019,98,12014,4100,5500,100
481340,2019,1,,,,0
481368,2019,28,6308,4718,7355,32
481386,2019,26,29735,4801,8543,88
481401,2019,2,21011,5945,,100
481410,2019,23,12556,6744,,65
481429,2019,78,38155,4429,6439,79
481438,2019,23,11517,7457,,100
481447,2019,58,15659,2516,4201,38
481456,2019,15,14434,3507,6362,33
481465,2019,8,6901,5717,6341,100
481474,2019,40,19811,4212,7140,35
481483,2019,199,20586,2334,3936,38
481508,2019,51,28068,5571,9128,61
481517,2019,24,12747,5724,5560,75
481526,2019,29,16847,2765,4708,62
481571,2019,10,9932,6210,9500,100
481678,2019,30,15248,4987,9057,87
481739,2019,28,14103,5162,7900,86
481748,2019,59,15506,4789,8286,93
481845,2019,27,16313,4497,8630,89
481863,2019,61,19964,4341,9472,61
481890,2019,72,20096,3829,9518,57
481906,2019,127,19075,4452,8255,72
481960,2019,167,19712,4043,6843,84
482015,2019,845,26047,3862,5013,82
482060,2019,366,29094,4058,7286,73
482097,2019,311,20499,6223,7857,75
482149,2019,1051,,8534,5514,88
482158,2019,1358,,5849,5566,84
482167,2019,26,9617,6095,9143,27
482176,2019,54,20382,3860,8129,69
482185,2019,51,27281,4974,8902,73
482194,2019,112,16958,5369,7823,43
482200,2019,54,13851,4537,8227,94
482228,2019,17,16777,2259,4500,53
482246,2019,30,9718,11009,10529,67
482255,2019,50,22659,5487,10724,72
482291,2019,650,28960,4384,8096,94
482325,2019,2,16120,4064,6500,100
482370,2019,1,13930,2672,8045,100
482413,2019,39,29339,6102,6663,87
482422,2019,9,28531,6302,7106,100
482431,2019,24,26056,6371,7983,88
482440,2019,5,29055,9168,5407,100
482459,2019,6,30258,4074,9720,100
482468,2019,9,28752,5697,8752,89
482477,2019,353,28542,5829,7700,97
482486,2019,0,,,,
482538,2019,2,20629,3810,5868,50
482547,2019,1,30452,7295,9500,100
482556,2019,7,24733,4315,5841,86
482565,2019,0,,,,
482574,2019,18,26320,4973,7253,94
482608,2019,2,31097,6792,7564,100
482617,2019,1,16762,7995,9029,100
482635,2019,3,30282,5754,8010,100
482653,2019,1,30541,7418,9500,100
482680,2019,4158,,5972,5654,82
482699,2019,778,,6179,5628,90
482705,2019,0,,,,
482936,2019,315,,8845,4834,95
482963,2019,166,16120,3698,9272,88
482972,2019,122,,3871,5876,62
482981,2019,62,10363,5555,7630,85
482990,2019,108,28067,4981,6338,76
483009,2019,123,18293,5622,9402,91
483018,2019,34,22501,30072,5914,100
483036,2019,0,,,,
483045,2019,484,,6320,3397,83
483054,2019,48,15603,4964,7797,54
483106,2019,41,27060,4977,6338,66
483124,2019,1043,,9868,8361,74
483212,2019,556,,4969,5233,83
483230,2019,100,33694,4099,4430,51
483258,2019,21,13040,5750,9475,95
483276,2019,39,14523,5499,,87
483328,2019,33,12457,5141,8059,58
483337,2019,36,12815,3768,8060,75
483346,2019,10,12210,6085,5456,50
483355,2019,76,21518,4272,4972,68
483364,2019,68,18519,4881,4584,68
483373,2019,7,35430,5759,7478,86
483382,2019,178,11162,6251,4694,72
483425,2019,16,11969,5095,7944,94
483443,2019,632,29493,5009,6572,25
483470,2019,110,22374,3795,5966,100
483504,2019,86,25342,7465,12234,87
483513,2019,30,11901,4628,7340,87
483559,2019,71,18166,4830,6493,69
483577,2019,3,,,,0
483586,2019,4,,,,0
483638,2019,0,,,,
483647,2019,16,24841,4191,8173,100
483665,2019,9,13205,6155,5695,89
483708,2019,86,,4035,5787,73
483717,2019,3,9366,4572,7500,67
483726,2019,3,10474,2032,4333,33
483735,2019,16,16405,3861,5483,63
483744,2019,8,10850,4952,8562,100
483753,2019,32,17427,4206,9811,91
483780,2019,6,19167,3555,6548,17
483799,2019,2,30765,1640,6444,100
483814,2019,106,25510,6079,10196,72
483823,2019,809,19053,5563,7402,75
483841,2019,238,12776,6095,3250,25
483850,2019,22,15731,5520,4956,91
483869,2019,114,20733,4679,8870,100
483878,2019,61,23549,4121,4586,97
483887,2019,10,16555,4557,6480,70
483896,2019,4,,,,0
483911,2019,9,11408,5678,10011,89
483920,2019,89,14023,5341,10846,39
483939,2019,23,8969,5824,9643,91
483948,2019,20,18038,6095,4700,100
483957,2019,31,16881,5082,5431,45
484002,2019,197,27115,5987,8860,88
484011,2019,45,17990,5489,6426,67
484020,2019,3,10171,5082,6488,100
484039,2019,8,13751,6095,8500,100
484048,2019,10,14529,6095,5753,100
484057,2019,98,,8295,,2
484066,2019,219,13779,5156,8819,84
484075,2019,24,7212,8281,10946,100
484084,2019,53,12775,3664,5323,51
484093,2019,30,17653,4223,9653,60
484109,2019,23,7039,5391,6922,52
484127,2019,51,14212,5368,6009,45
484136,2019,23,12916,4247,,83
484163,2019,33,12949,4800,5500,100
484172,2019,68,16786,3914,5815,100
484190,2019,17,12371,4305,5501,82
484206,2019,65,15350,5199,5600,69
484233,2019,0,,,,
484321,2019,66,13553,4596,6376,74
484330,2019,35,20146,3516,9743,71
484349,2019,71,19344,3978,7595,82
484358,2019,94,20288,4195,8274,72
484367,2019,343,26853,3910,5346,58
484376,2019,472,23300,4023,5468,72
484385,2019,241,23381,3721,4417,76
484394,2019,46,13417,3801,7279,78
484473,2019,470,,7638,5896,86
484604,2019,703,16749,3639,5578,84
484613,2019,1613,12767,5697,7274,75
484631,2019,15,13223,5609,6616,53
484640,2019,0,,,,
484668,2019,0,,,,
484677,2019,0,,,,
484695,2019,0,,,,
484710,2019,1,,,,0
484729,2019,0,,,,
484747,2019,0,,,,
484756,2019,2,12237,6595,6373,50
484765,2019,0,,,,
484783,2019,0,,,,
484826,2019,28,11588,4124,5873,86
484835,2019,50,7392,5434,2703,100
484862,2019,0,,,,
484871,2019,33,4441,10409,,91
484899,2019,161,14816,3902,5717,44
484905,2019,352,,10680,4414,94
484923,2019,42,9552,3735,5508,60
484932,2019,294,,5238,4115,76
484950,2019,68,13442,4842,5742,71
484996,2019,80,4619,5936,,91
485014,2019,30,15145,5304,8622,100
485032,2019,28,13622,5380,10142,89
485111,2019,1249,,5742,3310,91
485120,2019,0,,,,
485139,2019,171,20764,6284,9224,60
485166,2019,59,15487,4041,7009,37
485236,2019,18,20364,3867,7440,39
485263,2019,81,24643,6558,9245,81
485272,2019,14,25045,7307,7737,79
485306,2019,30,12983,4071,5506,80
485342,2019,24,,2376,,71
485360,2019,3,38839,3188,9500,67
485379,2019,122,24517,5270,7588,89
485388,2019,163,23578,4386,5585,88
485397,2019,57,16372,5568,8384,95
485412,2019,48,9627,4814,2399,77
485458,2019,178,,7783,1450,79
485476,2019,42,17404,4559,6121,60
485485,2019,143,13134,4421,6766,55
485494,2019,60,13324,3608,6825,82
485500,2019,2,20748,4692,6325,100
485519,2019,0,,,,
485546,2019,0,,,,
485564,2019,153,,5004,10942,42
485573,2019,91,24060,6186,5100,41
485582,2019,186,13368,3515,6178,47
485591,2019,18,12948,6095,4701,100
485607,2019,20,12273,5566,5916,100
485698,2019,26,28367,8084,12862,54
485704,2019,5,14390,3891,6113,60
485731,2019,7,11486,6082,9607,100
485768,2019,96,10903,6336,4500,73
485801,2019,126,12392,4615,3687,97
485810,2019,19,16684,5479,4591,84
485856,2019,9,28835,4586,4701,67
485874,2019,38,17199,5314,7980,63
485908,2019,0,,,,
485926,2019,38,10974,2731,2104,55
485953,2019,40,31734,3649,18675,25
485962,2019,3,14256,6095,6833,33
485999,2019,26,6005,9845,,96
486017,2019,7,11951,3582,,43
486026,2019,25,9897,9205,,100
486053,2019,26,5500,4960,,8
486105,2019,6,21128,2302,1107,17
486123,2019,5,33119,7245,5332,40
486141,2019,0,,,,
486150,2019,31,,3680,,90
486169,2019,43,17622,3994,5895,74
486196,2019,57,10604,9546,,95
486202,2019,13,,5329,,69
486239,2019,23,9284,7029,2750,100
486248,2019,100,10963,4276,3225,32
486257,2019,37,15376,4873,6168,62
486284,2019,69,20224,6254,5213,99
486309,2019,19,11159,5478,8263,84
486327,2019,25,11287,4704,3141,80
486345,2019,50,24105,3724,13272,62
486354,2019,41,,,,0
486372,2019,9,30852,1708,3570,56
486381,2019,36,38055,4314,6155,56
486390,2019,210,13122,9892,5373,90
486406,2019,4,,2904,,100
486415,2019,71,36136,3923,7511,90
486424,2019,26,33116,5083,9500,69
486442,2019,14,15633,6015,10628,100
486488,2019,1,15882,9500,,100
486497,2019,28,9849,5997,,68
486503,2019,33,5691,5911,,91
486512,2019,132,26301,2604,1675,98
486521,2019,8,14825,4000,6875,100
486530,2019,30,16664,4675,7506,77
486558,2019,32,23998,5120,8213,75
486567,2019,65,14207,5190,7674,63
486576,2019,150,6536,4010,,41
486594,2019,11,7799,6041,5114,45
486619,2019,7,2621,5392,6107,43
486691,2019,37,14551,5714,8500,97
