Religious affiliation,Offers Master's degree,Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,Sector of institution,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total enrollment,Undergraduate enrollment,Percent of total enrollment that are White,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are women,"Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,Percent of freshmen receiving student loan aid,Offers Non-Degree,Offers Doctor's degree,Bachelor's degrees awarded Ratio,Master's degrees awarded Ratio,Non-degree awarded Ratio,Doctor's degree awarded Ratio,Average Tuition and Fees,Full-time Enrollment Ratio,Percent of total enrollment that are Minor
United Methodist,TRUE,1.393630791980244,1.3573079467928664,Arkansas,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Arts & Sciences,-0.597835697301745,-0.5668096738310083,0.4952823182339452,-0.08412622507088223,-0.24609102542143765,0.9034942205993771,0.6715676251146451,-1.0503715536993883,FALSE,FALSE,1.1739832937402401,-0.8787125113724542,-0.506786263499543,-0.4566037509512404,1.3298534295404703,1.247372935434457,-0.4255923384586382
Not applicable,TRUE,0.028940814308543734,-0.3383931132536158,Arkansas,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.4757391767707561,-0.47736667978861164,0.6299984530696712,0.08307982475903945,0.008611857582668745,0.6411627470340187,0.6748456762281793,-0.5824273369589033,TRUE,FALSE,0.2670247318496757,0.25518509933769645,-0.4863511667700093,-0.4566037509512404,0.14550980161142751,-0.6851708256272334,-0.5627859460228476
Southern Baptist,FALSE,-0.13749603769803861,-0.5451998979417172,Arkansas,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.5873430275686131,-0.5513742110686841,1.0790522358554242,-0.4185383247307256,-0.41589294742417526,0.3788312734686601,0.4364176319703082,-0.2991689212495749,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,0.12870147815651334,1.1538448154485377,-0.9743667687154757
Presbyterian Church (USA),FALSE,0.152116379297718,-0.18534081599829427,Arkansas,"Private not-for-profit, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.688878154885182,-0.6834025443392789,0.4054715616767946,1.0863161237385695,-0.500793908425544,-0.25076426308820043,1.1159461271909283,0.20756037090941662,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,0.2556214715915796,1.1504217286559388,-0.6999795535870569
United Methodist,FALSE,-0.7233291677526018,-1.2731292268715808,Arkansas,"Private not-for-profit, 4-year or above",City: Midsize,Baccalaureate Colleges--Diverse Fields,-0.691951765211049,-0.6873992266616665,-2.6480941612663265,0.5846979742488045,0.6878195455936191,-0.4081631472274156,1.0100620335774075,0.939428632963896,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,-0.683243452818627,0.9484921517073651,2.5012046229111617
Southern Baptist,FALSE,-0.8078538848381238,-1.378155756491577,Arkansas,"Private not-for-profit, 4-year or above",Rural: Distant,Baccalaureate Colleges--Diverse Fields,-0.6900440070777523,-0.6849185272891501,1.3035791272483008,-0.4185383247307256,0.34821570158814397,-0.7229609155058458,0.5126824946117152,-0.0851764799582336,TRUE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,-0.572788755829191,0.41285305482228535,-1.2030227813224912
Not applicable,TRUE,-1.1496411044712163,-1.5020870614431723,Arkansas,"Public, 4-year or above",Town: Remote,Master's Colleges and Universities (medium programs),-0.3901020338983264,-0.3560880437989211,0.2707554268410687,-0.2513322749008039,0.09351281858403755,-1.1951575679234911,0.3601527693289022,-1.1843696126738097,TRUE,FALSE,-0.30719644770647175,0.06356323514819498,0.5397582237451435,-0.4566037509512404,-1.0812405403403451,-0.12496452708048446,-0.19693632585162257
Not applicable,FALSE,-1.3755526210452478,-1.5542184116000068,Arkansas,"Public, 4-year or above",City: Small,Baccalaureate/Associate's Colleges,0.009043362212528,0.22411997610630272,0.6299984530696712,-0.5857443745606473,-0.16119006442006886,-1.5099553362019216,0.13366923784836218,-1.8679064390999902,TRUE,FALSE,-0.7143295969884252,-1.1206598855429244,2.435116029811539,-0.4566037509512404,-1.2884717323240191,-0.34628096831638094,-0.5170547435014444
Undenominational,TRUE,0.8910929285808679,0.7328774888703441,California,"Private not-for-profit, 4-year or above",Suburb: Large,Doctoral/Research Universities,0.3890051904274544,0.13770894796364824,-0.6273521387304376,-0.2513322749008039,0.6878195455936191,0.6411627470340187,-0.02510272236479949,-0.8600717892735293,TRUE,TRUE,-0.5477751577487102,1.0979804047991168,-0.4722685254013692,0.06334131519649766,0.9393600578468388,-0.28850376719371307,0.6719565220550368
Undenominational,TRUE,0.9393488579715112,0.7928380894170328,California,"Private not-for-profit, 4-year or above",Suburb: Large,Doctoral/Research Universities,-0.08305896100051832,-0.16714144159225558,-0.3579198690589857,-0.08412622507088223,-0.41589294742417526,0.7985616311732338,0.3601527693289022,1.0795219635284954,TRUE,TRUE,-0.060407520294742265,0.38781903116351935,-0.43578425949550337,0.23181788861282257,0.9358011526255177,0.20657524586729267,0.397569306926618
Not applicable,TRUE,-0.046347656419087786,-0.21883473108074422,California,"Private not-for-profit, 4-year or above",City: Large,Doctoral/Research Universities,-0.6161713726939855,-0.7536890265605769,0.09113391372676741,0.5846979742488045,1.2821262726032008,0.7146155596323193,-0.1110314472512644,-0.13192917637079807,TRUE,TRUE,-2.284337190807021,2.4819749202004826,-0.506786263499543,2.531692531137399,0.0719133567695532,0.017502830169876565,-0.2426675283730257
Southern Baptist,TRUE,0.6015573522370071,0.37311388559021214,California,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),0.006287711575543875,0.03489774063602426,-0.6722575170090129,-0.4185383247307256,0.6878195455936191,0.27389868404251666,0.13135818140468325,0.5033027335929559,FALSE,FALSE,0.15361526516103297,0.41761034414101483,-0.506786263499543,-0.4566037509512404,0.5837268059716902,0.26542180046164293,0.8548813321406492
Not applicable,TRUE,1.8715028061210268,1.9510897537990077,California,"Private not-for-profit, 4-year or above",City: Midsize,Research Universities (very high research activity),-0.5197236003995411,-0.6293784246711441,-1.121311299794766,3.7616129210173166,-2.283714089454289,2.1102189990000264,0.3601527693289022,-1.6234303644463357,TRUE,TRUE,-1.1614081044262121,-0.1983307187293937,-0.4853813655692856,6.1030710146091876,1.6477108320182223,1.2868525790133472,0.12318209179819929
Evangelical Lutheran Church,TRUE,1.396781258707977,1.3612225719877933,California,"Private not-for-profit, 4-year or above",City: Midsize,Master's Colleges and Universities (larger programs),-0.2970458316186317,-0.3660108412889867,-0.537541382173287,1.2535221735684912,-0.16119006442006886,0.9034942205993771,1.2094660123809269,-0.04748462950350844,TRUE,TRUE,-0.5703069872054218,1.2616162461726015,-0.46710397040024426,-0.3406629165246028,1.1938003419832184,0.5652583686506426,0.2603756993624087
Not applicable,TRUE,-0.7771944647316481,-0.274517887512,California,"Public, 4-year or above",Suburb: Small,Master's Colleges and Universities (larger programs),1.337372955801837,1.8185205894753134,0.0013231571696167906,-0.4185383247307256,-1.0951006354351256,0.9034942205993771,-3.300560637458601,-2.011108451580307,FALSE,FALSE,0.7419842318009692,-0.32988087232940044,-0.506786263499543,-0.4566037509512404,-1.0097622872807992,1.0183453174577108,0.16891329431960242
Not applicable,TRUE,-0.33912590827295647,-0.7957359104170533,California,"Private not-for-profit, 4-year or above",City: Large,Doctoral/Research Universities,-0.30563074321846684,-0.6376474225795321,-0.8967844084018894,0.08307982475903945,1.0274233895990943,0.18995261250160184,-1.213311765167481,0.5765106740347304,TRUE,TRUE,-2.8629779734900302,1.6221536649610229,-0.14014107637158615,6.193757762520161,-0.3749050498485048,-1.648391727682308,0.8548813321406492
Not applicable,TRUE,-1.0153236449571323,-0.5704062650505163,California,"Public, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),0.13633322432860237,0.2489269698314667,-1.7499865956948204,-0.4185383247307256,0.2633147405867752,-0.7229609155058458,-0.9363498955750046,-1.690119789643295,FALSE,FALSE,0.4528749639156852,0.03741694689207566,-0.506786263499543,-0.4566037509512404,-1.1314939972004456,0.4825620176434991,1.8152365850901149
Not applicable,TRUE,-0.9195033520429087,-0.4513443719267571,California,"Public, 4-year or above",Suburb: Small,Master's Colleges and Universities (larger programs),0.194201887705269,0.30460488908127914,-1.3907435694662178,-0.4185383247307256,0.6029185845922503,-0.04089908423591361,-0.8600850329335986,-1.690119789643295,FALSE,FALSE,0.621174609867065,-0.19971381730859136,-0.506786263499543,-0.38915208241077326,-1.142706692566415,0.22493384569866576,1.5865805724830992
Not applicable,TRUE,-1.0774877323409389,-0.6476485036528589,California,"Public, 4-year or above",City: Midsize,Master's Colleges and Universities (larger programs),1.199060491137826,1.4673638116324368,-1.839797352251971,0.2502858745889611,0.34821570158814397,-0.6180283260797024,-0.3554388141787607,-1.1084701220907653,FALSE,TRUE,0.5785003078596267,-0.1311382618197783,-0.506786263499543,-0.43069666261964307,-1.1537049960515822,0.29993874071888205,1.7695053825687117
Not applicable,TRUE,-0.9088993420812705,-0.4381683163926121,California,"Public, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),1.6339233589665132,2.1235087956630236,-1.705081217416245,0.08307982475903945,-1.1800015964364945,-0.04089908423591361,-1.7640243522412147,-1.1894901046222353,FALSE,TRUE,0.9088464812539866,-0.5418704110348902,-0.506786263499543,-0.4566037509512404,-1.1763447786643237,0.3985713013826774,1.6780429775259054
Not applicable,TRUE,-0.9249590383275197,-0.45812335702041135,California,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),0.9826359295716114,1.3431910263748106,-0.3579198690589857,-0.08412622507088223,-0.41589294742417526,0.1689660946163732,-2.209019790903473,-1.104984207987283,FALSE,FALSE,0.9603908632597314,-0.6073547839237625,-0.506786263499543,-0.4566037509512404,-1.1123702414328647,0.8002787648914825,0.44330050944802113
Not applicable,TRUE,-1.0076395797675393,-0.5608583987214257,California,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),0.8039425844194871,0.9560641076304461,-2.154135000201998,-0.4185383247307256,0.6878195455936191,-1.247623862636563,-0.40249585708516067,-1.5831235689976242,TRUE,FALSE,0.28269433598799126,0.25189147348076085,-0.5048581887241458,-0.4566037509512404,-1.1816831364963054,-0.6837720809584804,2.272548610304146
Not applicable,TRUE,-1.0540513335126804,-0.6185275113491326,California,"Public, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),1.693169847661672,2.032963268566175,-1.5254597043019438,-0.08412622507088223,0.008611857582668745,-0.19829796837512872,-0.8855066538140669,-1.9241740223056996,TRUE,TRUE,0.5075106532179486,-0.09261361936320389,-0.506786263499543,-0.2812305168217876,-1.1705776370707373,0.4094738265902013,1.5865805724830992
Not applicable,TRUE,-0.8371301732104728,-0.34899124487890637,California,"Public, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),3.311054731260236,3.799910304956882,-1.4805543260233684,0.2502858745889611,-0.16119006442006886,0.0115672104771581,-1.8661321571393845,-1.6104417529922632,FALSE,FALSE,0.5807555063716775,-0.141308409941537,-0.506786263499543,-0.4095628352670581,-1.176966515118651,-0.09682399439900485,1.4493869649188897
Not applicable,TRUE,-0.9288010709223161,-0.4628972901849566,California,"Public, 4-year or above",City: Midsize,Master's Colleges and Universities (larger programs),0.7886805193531135,0.9098955359752798,-1.7948919739733957,0.7519040240787261,0.2633147405867752,-0.7754272102189176,-0.9539494792614842,-0.7971128711775044,FALSE,TRUE,0.11924515336156305,0.45399911507330837,-0.506786263499543,-0.4355521631285176,-1.1554201310980021,0.1907143807421634,1.5865805724830992
Not applicable,TRUE,-0.9446302452128775,-0.48256589482288315,California,"Public, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),3.0207575353102545,3.452198942909167,-1.705081217416245,0.2502858745889611,-0.07628910341870006,0.3788312734686601,-1.4685812774129041,-1.5546671273365413,FALSE,FALSE,0.46862010651869773,0.004149328070394322,-0.506786263499543,-0.41822961519857615,-1.177330981316015,0.14206672594389577,1.6323117750045024
Not applicable,TRUE,-0.975443346623145,-0.5208528388025363,California,"Public, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),1.7141551871279355,1.93566472651081,-2.2439457567591488,0.2502858745889611,0.09351281858403755,-0.880359799645061,-0.5939693420146483,-1.7777656299594295,TRUE,TRUE,0.27615862041103334,0.25120786677636087,-0.506786263499543,-0.42559688493756187,-1.1763447786643237,0.02353521784693472,2.2268174077827427
Not applicable,TRUE,-0.9782096100913985,-0.5242900706810089,California,"Public, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),3.3094649328158217,3.8901801987901172,-1.4805543260233684,0.5846979742488045,-0.16119006442006886,-0.35569685251434385,-1.102143075230237,-1.5110174203016287,FALSE,TRUE,0.41905096003368775,0.07195328967543574,-0.506786263499543,-0.4322001989960304,-1.154969908148317,0.11319851944330972,1.3121933573546805
Not applicable,TRUE,-0.8598750061716678,-0.3772529292130144,California,"Public, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),2.302698571249968,2.8321619164118745,-1.2111220563519165,-0.4185383247307256,-0.07628910341870006,-0.513095736653559,-1.0888796208578175,-1.4761273483519533,FALSE,FALSE,0.669639149192763,-0.26748010373812897,-0.506786263499543,-0.3712305531143645,-1.1414417804696806,0.08458856189341503,1.3579245598760836
Not applicable,TRUE,-0.08301601550382491,1.7068553331008713,California,"Public, 4-year or above",City: Midsize,Research Universities (very high research activity),3.0856213118423423,2.8124541380635497,-1.3009328129090671,1.7551403230582565,-0.6705958304282816,2.005286409573883,-1.0467096379855112,-1.7121484233056388,TRUE,TRUE,-0.04900092753938201,-0.025318017210741645,-0.450189305791156,1.4225297934887415,-0.6162674292559333,1.0469937306946067,0.8091501296192462
Not applicable,TRUE,-0.10245670043349497,1.6826992312882723,California,"Public, 4-year or above",Suburb: Small,Research Universities (very high research activity),2.7792141583223,2.892663417774913,-1.1662166780733414,0.7519040240787261,-0.24609102542143765,1.480623462443166,-0.7896866981876856,-0.9699529199128188,TRUE,TRUE,0.28635804048566116,-0.47414660864756153,-0.39005436338150706,1.332237286467806,-0.5288384202646832,1.060748854156175,0.9920749397048586
Not applicable,TRUE,-0.2993224505908652,1.4380828959369722,California,"Public, 4-year or above",City: Midsize,Research Universities (very high research activity),2.3116014425386857,2.4788000724600945,-1.7499865956948204,1.0863161237385695,-0.500793908425544,1.7429549360085246,-0.6475717078204667,-0.8527841977364446,TRUE,TRUE,0.22958714010196957,-0.23108328446455267,-0.38281879474377584,0.8189113497673373,-0.5924056129226176,1.1193484920661192,1.4493869649188897
Not applicable,TRUE,-0.15240312416584886,1.6206381001491836,California,"Public, 4-year or above",City: Large,Research Universities (very high research activity),3.5728415417737276,3.187728826472558,-1.2560274346304918,1.5879342732283348,-0.41589294742417526,1.9528201148608113,-1.7256025438407212,-1.489812911457795,TRUE,TRUE,-0.3036516137333332,0.3215218678697108,-0.5040889354818472,1.4950466011260082,-0.6303315366365757,1.146968735568697,0.8548813321406492
Not applicable,TRUE,-0.16608076020332424,1.6036428980834025,California,"Public, 4-year or above",City: Large,Research Universities (very high research activity),1.4967767464950725,1.8022582269221503,-1.9296081088091215,0.41749192441888283,-0.6705958304282816,0.6936290417470903,-0.20240309918727695,-0.4055898933971505,TRUE,TRUE,0.7598220117224502,-0.636412167180189,-0.506786263499543,0.3646438262374424,-0.6085278823589638,1.1379264350435916,1.8609677876115178
Not applicable,TRUE,-0.30193503275532685,1.4348366213850816,California,"Public, 4-year or above",City: Large,Research Universities (very high research activity),2.377525084700383,2.5166996462068725,-1.4805543260233684,1.5879342732283348,-0.9252987134323881,1.7429549360085246,-1.7256025438407212,-1.0630721709756428,FALSE,TRUE,0.34362460292104247,-0.29512613371039664,-0.506786263499543,0.9070047889355006,-0.5844945525210061,1.1109036700668673,0.9920749397048586
Not applicable,TRUE,-0.026768658316004838,1.7767457146298142,California,"Public, 4-year or above",Suburb: Midsize,Research Universities (very high research activity),1.604671067589297,1.904380351090742,-0.8518790301233141,0.2502858745889611,-0.5856948694269128,1.480623462443166,-1.5480914533582,-0.9411462451235996,TRUE,TRUE,0.6192502083942653,-0.5926022844547821,-0.43023532848656326,0.555756328117146,-0.5479621760322642,1.1703985550814042,0.763418927097843
Not applicable,TRUE,-0.09577156371854914,1.691005874994581,California,"Public, 4-year or above",City: Small,Research Universities (very high research activity),1.0724065483995173,1.3990067622564295,-0.9865951649590401,-0.4185383247307256,-0.41589294742417526,1.0608931047385923,-1.0126147582164116,-0.2456708109267394,TRUE,TRUE,0.9251193157120119,-0.7776908204572108,-0.492688373592363,0.12921225847590212,-0.5686295533416229,1.1383909433282526,1.129268547269068
Not applicable,FALSE,-1.0217782597163902,-0.5784264727669524,California,"Public, 4-year or above",City: Midsize,Baccalaureate Colleges--Diverse Fields,-0.6401243359231552,-0.6200068937083044,-0.08848759938753382,-0.5857443745606473,-3.7270304264775587,0.32636497875558834,-1.9801770559700105,-0.38509012873776494,FALSE,FALSE,1.0542472881508846,-0.7265943380017156,-0.506786263499543,-0.4566037509512404,-1.1438858479108287,1.0850039285700044,0.3061069018838118
Christian Church (Disciples of Christ),TRUE,1.9255986250557608,2.0183067327558053,California,"Private not-for-profit, 4-year or above",City: Midsize,Master's Colleges and Universities (larger programs),0.08556566067031793,0.06356360005176928,-0.13339297766610914,0.2502858745889611,0.09351281858403755,1.2182919888778074,-0.19641846228816895,0.6205432732366164,FALSE,TRUE,-0.2582462347301704,0.2694082251725856,-0.506786263499543,1.4859333186346915,1.8471595987287666,0.6937954962178599,0.07745088927679616
Lutheran Church - Missouri Synod,TRUE,0.7031406940434254,0.4993366784607892,California,"Private not-for-profit, 4-year or above",City: Midsize,Master's Colleges and Universities (larger programs),-0.32205866047741066,-0.49610974171429106,-0.3130144907804104,-0.2513322749008039,-0.07628910341870006,0.5362301576078752,0.5913060643451237,0.1128216809273123,TRUE,FALSE,-1.563413189559968,2.5990029074900582,-0.506786263499543,-0.4566037509512404,0.711204218296843,0.2991355168564063,0.3518381044052149
Undenominational,FALSE,0.44972022409065127,0.1844480469273828,California,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Arts & Sciences,-0.6540085756710368,-0.6410928383746938,-0.9865951649590401,-0.7529504243905689,-0.41589294742417526,-0.6180283260797024,0.3601527693289022,1.3656922719970621,TRUE,FALSE,0.376977910560161,-1.1206598855429244,0.8906728513734072,-0.4566037509512404,0.41259920671515316,0.6818378397564602,1.2664621548332773
Not applicable,TRUE,0.5679779873584861,0.5444980861973876,California,"Private not-for-profit, 4-year or above",Suburb: Large,Research Universities (high research activity),-0.5172859094514398,-0.7640252739460619,-0.8069736518447388,2.0895524227181,-0.41589294742417526,0.8615211848289199,0.7383529797289374,0.7706643740979209,TRUE,TRUE,-3.0973768376059367,2.2984240959318374,0.89642371192844,2.406746345126724,0.48572398941926204,-0.45134083207377756,0.16891329431960242
