Religious affiliation,Offers Master's degree,Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,Sector of institution,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total enrollment,Undergraduate enrollment,Percent of total enrollment that are White,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are women,"Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,Percent of freshmen receiving student loan aid,Offers Non-Degree,Offers Doctor's degree,Bachelor's degrees awarded Ratio,Master's degrees awarded Ratio,Non-degree awarded Ratio,Doctor's degree awarded Ratio,Average Tuition and Fees,Full-time Enrollment Ratio,Percent of total enrollment that are Minor
Presbyterian Church (USA),TRUE,0.43035637981287717,0.16038742377807463,North Carolina,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.6835788267371357,-0.6820243780212143,0.0462285354481921,0.7519040240787261,-0.3309919864228065,-0.5655620313666307,1.0993352841609938,0.758447567440324,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,0.2353399996676653,0.9008100547455626,-0.2883987308944288
Not applicable,TRUE,1.9857648554902734,2.093066526112584,North Carolina,"Private not-for-profit, 4-year or above",City: Midsize,Research Universities (high research activity),0.05482955741164884,-0.09933565874347408,0.5850930747910958,0.08307982475903945,-0.6705958304282816,1.7429549360085246,-0.7412724048185653,-0.8031774342910238,FALSE,TRUE,-0.7668347285027808,0.6915485345988468,-0.506786263499543,2.1339589209202967,1.955920599859863,1.1166216738642132,-0.6999795535870569
Not applicable,TRUE,0.6608783355006643,0.4468234136507912,North Carolina,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Arts & Sciences,-0.6562342934932163,-0.6496374695466947,1.1239576141339995,-0.2513322749008039,0.43311666258951276,-0.09336537894898532,-0.1792049190422808,-0.2655257797063484,FALSE,FALSE,0.7299495373173541,-0.3145914384376358,-0.506786263499543,-0.4566037509512404,0.671563159536465,1.2485489248176584,-0.9743667687154757
Not applicable,TRUE,0.25669650652807746,-0.05539435525937186,North Carolina,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (smaller programs),-0.4327086322086194,-0.4871516606468707,0.09113391372676741,-0.2513322749008039,0.17841377958540636,0.0115672104771581,0.5142549660063835,0.0047224064605517905,TRUE,TRUE,-0.5434489105543823,-0.12033964947677883,-0.07820403118556635,2.5486771088360594,0.2990358274540812,0.25188622645789205,-0.059742718287413205
Not applicable,TRUE,-1.3594160841471026,-1.2220481420109464,North Carolina,"Public, 4-year or above",City: Midsize,Master's Colleges and Universities (medium programs),-0.17865884079127525,-0.08348674608573044,-1.839797352251971,-0.4185383247307256,1.1123243506004632,-0.35569685251434385,0.20762304404608922,0.8242913955299682,TRUE,TRUE,0.9113638499073702,-0.5487115757613172,-0.5027281369639223,-0.4566037509512404,-1.2686833617259505,0.4579628738380401,1.9981613951757273
Not applicable,TRUE,-1.2141104114119008,-0.9666427177077742,North Carolina,"Public, 4-year or above",Rural: Fringe,Master's Colleges and Universities (larger programs),0.32032589762877317,0.40024963155496684,0.9443361010196983,-0.2513322749008039,-0.07628910341870006,-0.09336537894898532,-0.7185626074134628,-0.2655257797063484,TRUE,TRUE,0.24284910630503084,0.2084517082162761,-0.43209067545394697,-0.37346465379584837,-1.191073500875454,-0.042614946047505646,-0.8829043636726694
Not applicable,FALSE,-1.4104382770059996,-1.9023336179586483,North Dakota,"Public, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.5973057644869404,-0.564328974458492,0.7198092096268217,0.41749192441888283,0.2633147405867752,-0.7754272102189176,-0.5238635954822377,-1.025707774343565,TRUE,FALSE,0.6946154913342606,-1.1206598855429244,0.44114493055471193,-0.4566037509512404,-1.1939892304543676,-0.40884851804201683,-0.8371731611512663
Presbyterian Church (USA),TRUE,-0.435023041839076,-0.9148932822041034,North Dakota,"Private not-for-profit, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.6452116909452797,-0.6324103905708864,1.0790522358554242,0.2502858745889611,-0.41589294742417526,-0.09336537894898532,0.8372138250006785,0.8436417758595042,FALSE,FALSE,1.2421849257126991,-0.9653590269755776,-0.506786263499543,-0.4566037509512404,-0.16814552000259614,0.8637195003507738,-1.111560376279685
Roman Catholic,TRUE,-0.7897963316425805,-1.3557182706182143,North Dakota,"Private not-for-profit, 4-year or above",Rural: Fringe,Master's Colleges and Universities (larger programs),-0.44245939600102474,-0.4823280785336444,0.8545253444625477,-0.2513322749008039,0.6029185845922503,-0.19829796837512872,0.5913060643451237,-0.10337686800620798,FALSE,TRUE,-0.9672924677599802,1.6052030984071166,-0.506786263499543,0.22748747604810904,-0.4974514489152006,-0.9974097513080008,-0.7914419586298631
Not applicable,FALSE,-1.379625175595732,-1.8669110338777224,North Dakota,"Public, 4-year or above",Rural: Remote,Baccalaureate Colleges--Diverse Fields,-0.6380046046639367,-0.6212472433945626,0.8545253444625477,-0.2513322749008039,-0.07628910341870006,-0.880359799645061,0.20605057265142196,0.43711950432759233,TRUE,FALSE,1.1232475648604183,-1.1206598855429244,-0.16546491812516875,-0.4566037509512404,-1.1510679759177118,-1.2718435098828338,-0.8371731611512663
Not applicable,TRUE,-1.3987584979178183,-2.1123866771986406,North Dakota,"Public, 4-year or above",Town: Remote,Master's Colleges and Universities (medium programs),-0.3764297672763667,-0.31556995404781996,0.3605661833982193,1.0863161237385695,0.34821570158814397,-0.8278935049319892,0.5281068488537971,-0.9706002609193181,TRUE,FALSE,0.31288139889580285,-0.035677129497222314,-0.22724052620724952,-0.4566037509512404,-1.1759588732788793,-0.7462876053391982,-0.6999795535870569
Not applicable,TRUE,-1.0171678206026347,-0.6561461046857494,North Dakota,"Public, 4-year or above",City: Small,Research Universities (high research activity),0.8540742287000059,0.851736917352951,0.8545253444625477,0.41749192441888283,-0.9252987134323881,0.0115672104771581,-0.04167285103979764,-0.010969423703977518,TRUE,TRUE,-0.3251184612973275,0.18994818323283444,-0.158745994003626,1.0577091423152152,-1.0605731630309863,-0.21262094024369163,-0.9743667687154757
Not applicable,TRUE,-1.1479506101295058,-0.7903891052727626,North Dakota,"Public, 4-year or above",City: Midsize,Research Universities (very high research activity),0.799597135338089,0.8826078428775995,0.9443361010196983,0.5846979742488045,-1.010199674433757,0.0115672104771581,0.03519813720464857,0.08462187019685259,TRUE,TRUE,0.36260090835526043,-0.25452894943687154,-0.4411051652953279,0.549228731931501,-1.0557279065248504,0.18362363866654952,-1.111560376279685
Not applicable,TRUE,-1.3380543829200344,-1.2654909338083085,North Dakota,"Public, 4-year or above",Town: Remote,Baccalaureate Colleges--Diverse Fields,-0.6061026492126974,-0.597129332828431,1.0790522358554242,-0.08412622507088223,-0.07628910341870006,-0.35569685251434385,0.593713911168209,0.47878276636165673,FALSE,FALSE,0.7567253433251938,-0.348608663919591,-0.506786263499543,-0.4566037509512404,-1.1391477873450941,-1.2380527082040604,-1.065829173758282
Not applicable,TRUE,-0.8024750392054087,-0.5728887102960798,Ohio,"Public, 4-year or above",City: Midsize,Research Universities (high research activity),1.8915766935245288,2.0580458955549523,0.5401876965125205,0.08307982475903945,-0.7554967914296504,-0.6704946207927741,-0.03321336429519302,0.19019800370351933,TRUE,TRUE,-0.5710476286251974,0.07823571331400345,0.5671233005553009,0.39965345454189155,-0.847874978086849,-0.22045018980435224,-0.5627859460228476
Brethren Church,TRUE,0.6480459466340442,0.43087847688120995,Ohio,"Private not-for-profit, 4-year or above",Town: Fringe,Doctoral/Research Universities,-0.1171866342739371,-0.3232876854289821,0.8545253444625477,-0.08412622507088223,-0.07628910341870006,0.1689660946163732,0.4380064832753382,0.5333954206495507,TRUE,TRUE,-1.352472275866378,1.3341942370865927,0.49175784303040937,-0.16606697491756,0.7810530930622899,-1.130220752752326,-0.7914419586298631
United Methodist,TRUE,0.3711890778530118,0.08686885304407738,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),-0.3213167545366842,-0.2920033100089142,0.899430722741123,-0.5857443745606473,-0.16119006442006886,0.9559605153124489,0.4356472798224156,1.5743457099551752,TRUE,FALSE,0.15805393553184424,0.33308582532059916,-0.418911284919063,-0.4566037509512404,0.6067096155937157,0.3163137762434798,-0.8371731611512663
Mennonite Church,TRUE,0.573587354946889,0.3383596521523225,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.6294196930641015,-0.6189043606538527,1.1239576141339995,-0.5857443745606473,-0.6705958304282816,0.3788312734686601,0.4356472798224156,1.5743457099551752,FALSE,FALSE,0.47206551419418086,0.013036381998707231,-0.506786263499543,-0.4566037509512404,0.6165287637344692,0.16259910570538533,-0.9743667687154757
Not applicable,TRUE,-0.8370533325585768,-0.7166795772121836,Ohio,"Public, 4-year or above",Town: Fringe,Research Universities (high research activity),1.04643984047409,1.2311461047161534,0.7198092096268217,-0.08412622507088223,-0.07628910341870006,0.06403350519022981,0.3601527693289022,0.5333954206495507,TRUE,TRUE,0.2648803682698127,0.07037695189319916,-0.4201473909246917,-0.08600065685178117,-0.7964423658823347,0.5492839972852546,-0.74571075610846
Evangelical Lutheran Church,TRUE,0.7646132155601686,0.5757196090935136,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (medium programs),-0.3663610437950785,-0.37979250446963336,0.8545253444625477,-0.5857443745606473,-0.16119006442006886,0.27389868404251666,0.4356472798224156,0.8858952801441419,TRUE,TRUE,-0.04733681149574209,-0.5651888689788428,-0.506786263499543,3.125272965780398,0.9616996918264569,0.26861729090722214,-0.6999795535870569
Not applicable,TRUE,1.7979663022566226,1.859716673029611,Ohio,"Private not-for-profit, 4-year or above",City: Large,Research Universities (very high research activity),0.34343096835425546,-0.12166195309612166,-0.4926360038947116,2.0895524227181,-0.7554967914296504,1.4281571677300942,0.8103911150432295,-0.5937308057981987,TRUE,TRUE,-1.6259486187680257,1.1962772165023123,-0.49055375735705997,3.7892378848549497,1.7323098681828797,0.7043433429750667,-0.059742718287413205
Baptist,TRUE,0.04768993337115043,-0.3150963194106349,Ohio,"Private not-for-profit, 4-year or above",Town: Fringe,Baccalaureate Colleges--Diverse Fields,-0.38395481324659253,-0.31777502015672343,1.1688629924125749,-0.5857443745606473,-0.3309919864228065,1.0608931047385923,0.20916374834187554,-0.7028364809582418,TRUE,TRUE,1.1809638102136943,-0.8969040432649708,-0.4964006633524609,-0.4566037509512404,0.46220948793284633,0.7944905630385584,-1.0200979712368787
Not applicable,TRUE,-1.2751987296691643,-1.2473499877830365,Ohio,"Public, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Diverse Fields,-0.531700082014126,-0.48343061158809614,-2.6031887829877514,-0.7529504243905689,-0.41589294742417526,-1.4574890414888497,-0.3125033191683015,0.8414107908332754,FALSE,FALSE,1.3471990637667963,-1.098773857212005,-0.506786263499543,-0.4566037509512404,-1.1829480485930401,0.6583244351659062,2.8670542430823867
Not applicable,TRUE,-0.5352232519113674,0.39583780745344765,Ohio,"Public, 4-year or above",City: Large,Research Universities (very high research activity),2.8928317538164143,2.5030557996580325,0.5401876965125205,0.5846979742488045,-0.41589294742417526,0.5362301576078752,-0.37099515295066693,-0.37127506994557047,TRUE,TRUE,-0.7033020480148671,0.6242499881541013,-0.07214417991571809,0.966339907429414,-0.7762037723345809,-0.12364568131784956,-0.6999795535870569
Other Protestant,TRUE,-0.07540879096612793,-0.4680531380026655,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.3575641590693215,-0.27780819693284814,-0.26810911250183506,-0.7529504243905689,0.17841377958540636,-1.037758683784276,-2.554690280825647,-0.6265773564253275,TRUE,FALSE,-0.6014177673496663,-1.0084127303407826,2.150282130565821,-0.4566037509512404,-0.22911857090282053,-1.5582009663195089,0.44330050944802113
Not applicable,TRUE,-0.6978949119750493,-0.9379991187205026,Ohio,"Public, 4-year or above",City: Large,Research Universities (high research activity),1.10356659791003,0.9081039197617958,0.09113391372676741,0.5846979742488045,-0.24609102542143765,-1.090224978497348,0.3601527693289022,0.42654457530366996,TRUE,TRUE,-0.6011726030787007,1.0155067073671795,-0.4750805412746243,0.5055049950545835,-0.898857367341678,-0.8870138823678164,-0.2426675283730257
Roman Catholic,TRUE,1.1634161989000404,1.0712538715733133,Ohio,"Private not-for-profit, 4-year or above",City: Midsize,Research Universities (high research activity),0.39748411546432866,0.3350623647105082,0.7198092096268217,1.420728223398413,-0.7554967914296504,1.270758283590879,1.305135779989086,1.5597366822668774,FALSE,TRUE,-0.38076859125656076,0.6518044366458501,-0.506786263499543,0.8299690962729801,1.125838115768833,0.5265624571966413,-1.111560376279685
United Church of Christ,TRUE,0.5609854880359566,0.322701151372614,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Diverse Fields,-0.6460595834489672,-0.6410928383746938,0.764714587905397,-0.5857443745606473,-0.8403977524310193,-0.35569685251434385,0.4356472798224156,0.8858952801441419,TRUE,FALSE,0.6974555596042395,-0.4194044623212966,-0.3440428385143388,-0.4566037509512404,0.6005780078027649,0.001420932084581576,-0.6085171485442507
Not applicable,FALSE,1.6997639491336254,1.7376949413438338,Ohio,"Private not-for-profit, 4-year or above",Suburb: Small,Baccalaureate Colleges--Arts & Sciences,-0.5098668500441749,-0.45063025321815714,0.4054715616767946,0.41749192441888283,0.008611857582668745,1.480623462443166,0.9227086378450825,-0.12371812933059859,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.8515546322852174,1.23420610971316,-0.5170547435014444
Church of God,TRUE,0.5307102711889605,0.28508255803599725,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Master's Colleges and Universities (larger programs),-0.23366586696799682,-0.2303992755914237,0.9892414792982737,0.41749192441888283,0.34821570158814397,0.1689660946163732,0.9227086378450825,0.9473945741222994,TRUE,TRUE,-0.7000677988823732,0.6433080831844394,-0.21976604125291013,1.2827039520382673,0.7580274050641039,-0.8614840029136889,-1.1572915788010882
United Church of Christ,TRUE,0.2885085364129921,-0.015866188656936973,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Master's Colleges and Universities (smaller programs),-0.6193509695828133,-0.6114622625363035,0.6299984530696712,-0.7529504243905689,-0.500793908425544,-0.09336537894898532,0.3601527693289022,0.893838938949654,FALSE,FALSE,0.4918225751820041,-0.012063904367528284,-0.506786263499543,-0.4566037509512404,0.4063389637957209,0.6115693410436613,-0.4713235409800413
Not applicable,TRUE,0.6720202300255741,0.4606678198279725,Ohio,"Private not-for-profit, 4-year or above",Town: Fringe,Baccalaureate Colleges--Arts & Sciences,-0.6119319101755484,-0.5872065353383654,0.4952823182339452,-0.08412622507088223,-0.24609102542143765,0.6411627470340187,0.6715676251146451,0.8064586920890234,FALSE,FALSE,1.3137237960106856,-1.05624532488715,-0.506786263499543,-0.4566037509512404,0.8212944490889148,0.443246977669648,-0.5170547435014444
Roman Catholic,TRUE,1.0689021970680477,0.9538151157254995,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),-0.3575641590693215,-0.3450627132544038,0.9892414792982737,-0.5857443745606473,-0.500793908425544,1.1658256941647358,0.4356472798224156,-0.014386051147208572,TRUE,FALSE,0.10504624011795903,0.47931468558437834,-0.506786263499543,-0.4566037509512404,1.1011830494765484,0.5218219820501927,-0.8371731611512663
Not applicable,FALSE,-1.2706651312073045,-1.2671904540148866,Ohio,"Public, 4-year or above",Rural: Fringe,Baccalaureate/Associate's Colleges,-0.555229098991452,-0.5098914048949377,1.3484845055268762,-0.7529504243905689,1.1123243506004632,-1.090224978497348,-0.5367220153340361,0.10741671720397394,TRUE,FALSE,-1.9819261026684,-1.1206598855429244,4.2290474035699,-0.4566037509512404,-1.2184513440539302,-2.242986851637202,-1.111560376279685
Not applicable,TRUE,-0.7279396068663575,-0.5188477868734273,Ohio,"Public, 4-year or above",Suburb: Large,Research Universities (high research activity),2.3225180585236616,2.40134712538486,0.6299984530696712,0.5846979742488045,0.17841377958540636,-0.04089908423591361,0.2789141112978383,0.4835316928214726,TRUE,TRUE,0.14844265088418993,0.16569285776010906,-0.37008478500897724,-0.06380885480989736,-0.8659910920146583,-0.14062339617806377,-0.7914419586298631
Not applicable,FALSE,1.9725482633641735,2.0766441960265483,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.5701732043689428,-0.5290479167160366,0.7198092096268217,0.08307982475903945,-0.3309919864228065,1.9003538201477397,-2.078717259140492,-1.6861778236195069,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,2.043864149365039,1.253416446856211,-0.6999795535870569
Not applicable,TRUE,0.45832637710299534,0.19514165721596424,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (smaller programs),-0.6357788868417572,-0.6369583394204997,0.899430722741123,-0.08412622507088223,-0.8403977524310193,-0.4081631472274156,0.6715676251146451,0.697233383513234,TRUE,FALSE,0.3089458368269709,0.15931977135891764,-0.43888900662399544,-0.4566037509512404,0.6153710475781358,0.1792268217214054,-0.8371731611512663
Roman Catholic,TRUE,-0.24914550490282356,-0.683930395703403,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (smaller programs),-0.5190876810217756,-0.5151284369035835,0.4952823182339452,-0.7529504243905689,1.1972253116018319,-1.090224978497348,0.21067363855174584,1.4705485682298194,TRUE,FALSE,-0.050291903142421664,0.3247400120988454,-0.11475864286999564,-0.4566037509512404,-0.3811867319560174,-0.6290744861909963,-0.3341299334158319
Friends,TRUE,0.2716035929958877,-0.036871494580936186,Ohio,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (medium programs),-0.5310641626363605,-0.5358009316745534,1.1239576141339995,-0.5857443745606473,0.17841377958540636,0.32636497875558834,0.4356472798224156,0.7270221040339034,TRUE,FALSE,0.3796137415687273,0.13049140070797527,-0.506786263499543,-0.4566037509512404,0.3820698028888805,-0.22219873849033786,-0.9743667687154757
Not applicable,TRUE,0.7655353033829198,0.5768653530530046,Ohio,"Private not-for-profit, 4-year or above",Town: Fringe,Baccalaureate Colleges--Diverse Fields,-0.587449014131574,-0.5688769233081054,0.5401876965125205,1.0863161237385695,-1.0951006354351256,0.11649979990330152,1.1999231669533763,1.6802611606953342,TRUE,FALSE,0.7460784121244886,-0.35048579074562036,-0.4896274458652335,-0.4566037509512404,0.9146621131783935,0.869085237764669,-0.8371731611512663
Not applicable,TRUE,-0.36102549406329626,0.6846607639084369,Ohio,"Public, 4-year or above",Town: Fringe,Research Universities (high research activity),1.1463851693462448,1.3668954870455228,0.899430722741123,0.41749192441888283,-0.3309919864228065,1.480623462443166,-0.9256892158509376,-1.0820821271568755,TRUE,TRUE,0.43589157567723374,-0.31641153171301367,-0.15557037994910278,-0.2826788367100082,-0.5343482916013068,0.693550351618736,-1.0200979712368787
United Methodist,TRUE,0.34544745946787553,0.05488350084162402,Ohio,"Private not-for-profit, 4-year or above",Town: Fringe,Baccalaureate Colleges--Diverse Fields,-0.5190876810217756,-0.47516161367970816,0.9443361010196983,-0.2513322749008039,-0.5856948694269128,0.5362301576078752,0.20605057265142196,0.7614173277278732,FALSE,FALSE,1.1207141768637396,-0.8110369553319746,-0.506786263499543,-0.4566037509512404,0.5632738205431339,1.1069900381982454,-0.8371731611512663
Church of the Nazarene,TRUE,0.04768993337115043,-0.3150963194106349,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Master's Colleges and Universities (medium programs),-0.5146362453774166,-0.5119586543720347,1.0341468575768489,-0.7529504243905689,0.6029185845922503,0.3788312734686601,0.3601527693289022,0.6841263464841394,TRUE,FALSE,-0.4282625790054026,1.1399844574716387,-0.48799327275720394,-0.4566037509512404,0.25154802585633257,-0.15051109053754363,-0.9286355661940725
Roman Catholic,TRUE,0.11377289400164942,-0.23298466898045614,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (medium programs),-0.5043555487702066,-0.5166444198534546,0.764714587905397,-0.7529504243905689,0.6878195455936191,0.22143238932944492,0.3601527693289022,0.9462670870660327,TRUE,FALSE,-0.2526031511880581,0.5247214423488731,-0.3160815520739279,0.2312816061754824,0.44149923224732707,-0.9042778235299803,-0.6085171485442507
Presbyterian Church (USA),TRUE,0.09948053274900662,-0.25074370035256455,Ohio,"Private not-for-profit, 4-year or above",Town: Distant,Master's Colleges and Universities (medium programs),-0.5225852375994862,-0.5258781341844878,0.5850930747910958,-0.08412622507088223,0.09351281858403755,-0.25076426308820043,0.6715676251146451,1.461810543543757,FALSE,FALSE,0.46305177088155425,0.02448785944862262,-0.506786263499543,-0.4566037509512404,0.21994666262604748,-0.44140272642443384,-0.6085171485442507
Roman Catholic,TRUE,0.31524908327277545,0.01736038616829815,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Diverse Fields,-0.5103967828589795,-0.48990799328300005,0.2707554268410687,-0.2513322749008039,0.008611857582668745,-0.7229609155058458,0.5913060643451237,0.9235662394280135,TRUE,FALSE,0.5616749456201252,-0.10080759465819308,-0.506786263499543,-0.4566037509512404,0.4691557848708466,-0.8839466719042505,-0.2883987308944288
Not applicable,TRUE,2.130993687573579,2.2735211997323956,Ohio,"Private not-for-profit, 4-year or above",Town: Fringe,Baccalaureate Colleges--Arts & Sciences,-0.4423534094380638,-0.3651839414981479,0.4054715616767946,0.41749192441888283,-0.3309919864228065,1.9003538201477397,-0.04167285103979764,-1.420328244036738,TRUE,FALSE,1.2972854286322377,-1.0741333629351966,-0.4635958059795299,-0.4566037509512404,2.107581416339535,1.2104755399275082,-0.6085171485442507
Roman Catholic,TRUE,0.5907228203196812,0.35965139406619445,Ohio,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),-0.4781768677188574,-0.4877029271740966,0.4503769399553699,-0.5857443745606473,0.17841377958540636,-0.6180283260797024,0.4356472798224156,0.7270221040339034,TRUE,FALSE,-0.8017621953222736,1.025574269803065,0.16803990788948697,-0.4566037509512404,0.6613795451983473,-0.32613866384415713,-0.2883987308944288
United Methodist,TRUE,1.2725299245922597,1.206833573446399,Ohio,"Private not-for-profit, 4-year or above",Town: Fringe,Baccalaureate Colleges--Diverse Fields,-0.3673149228617269,-0.39164473480498946,1.0790522358554242,0.2502858745889611,-0.5856948694269128,0.8510279258863055,0.7577036490553827,1.6244865350396123,TRUE,TRUE,-0.37107009082791215,-0.9362538448536915,-0.506786263499543,5.3886509906372595,1.321084801615649,0.4661428974481426,-1.1572915788010882
Not applicable,TRUE,-1.1871393425964296,-0.9524736840754037,Ohio,"Public, 4-year or above",Rural: Fringe,Baccalaureate Colleges--Diverse Fields,-0.6367327659084056,-0.6180774608630139,1.2137683706911502,-0.7529504243905689,-0.24609102542143765,-0.8278935049319892,-0.08828462300256693,-0.10229587526154076,TRUE,FALSE,-0.9744222130473991,-1.1206598855429244,2.8032050091834004,-0.4566037509512404,-1.1051452350498212,0.24407678982117928,-1.111560376279685
Not applicable,TRUE,-0.9500090908455926,-0.05386669664671737,Ohio,"Public, 4-year or above",Rural: Fringe,Baccalaureate/Associate's Colleges,-0.6232724724123677,-0.6048470642095931,1.1239576141339995,-0.7529504243905689,-0.07628910341870006,-0.5655620313666307,-0.6114615807226143,0.0025604209712165953,TRUE,FALSE,-1.2407876948911105,-1.1206598855429244,3.1801714907290166,-0.4566037509512404,-1.1051452350498212,0.24990203359691635,-0.9743667687154757
Not applicable,TRUE,-1.1871393425964296,-0.9524736840754037,Ohio,"Public, 4-year or above",Town: Distant,Baccalaureate/Associate's Colleges,-0.6174432114495166,-0.5945108168241081,0.9892414792982737,-0.7529504243905689,-0.24609102542143765,-0.4081631472274156,-0.2377637537797233,-0.7838618007744635,TRUE,FALSE,-1.0407645450648535,-1.1206598855429244,2.897094184706619,-0.4566037509512404,-1.1051452350498212,-0.008180075774918088,-0.7914419586298631
Not applicable,TRUE,-0.9500090908455926,-0.05386669664671737,Ohio,"Public, 4-year or above",Suburb: Small,Baccalaureate/Associate's Colleges,-0.5055214009627769,-0.45214623616802824,0.6299984530696712,-0.7529504243905689,-0.41589294742417526,-0.513095736653559,0.3601527693289022,-0.15472402337791943,TRUE,FALSE,-1.307312185131327,-1.1206598855429244,3.2743184607075966,-0.4566037509512404,-1.1051452350498212,0.247646036966653,-0.4255923384586382
Not applicable,TRUE,-0.6854467263679088,0.27486634106387037,Ohio,"Public, 4-year or above",City: Large,Research Universities (very high research activity),5.339743532895356,5.327607668531563,0.4054715616767946,1.0863161237385695,-0.7554967914296504,1.5855560518693095,-0.14370946924578226,-0.8527841977364446,TRUE,TRUE,-0.07397386932558475,0.018735423413567494,-0.5044860868678127,1.527881857673973,-0.8367266002851202,0.5473855130712364,-0.6999795535870569
Not applicable,TRUE,-0.7686651523711999,-0.4735909004735381,Ohio,"Public, 4-year or above",Town: Distant,Research Universities (high research activity),2.300048907175945,2.4752168400331263,0.899430722741123,0.41749192441888283,0.09351281858403755,0.6936290417470903,-0.7649589677034572,-0.18009248214390913,TRUE,TRUE,0.29352636062661513,-0.23209864417437373,-0.19687485788354678,0.10392936880523793,-0.8144727230578231,-0.5622732041686198,-1.065829173758282
United Methodist,FALSE,1.6359862080600043,1.6584476508123822,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Arts & Sciences,-0.5569248839988269,-0.5118208377402282,0.5401876965125205,0.41749192441888283,-0.3309919864228065,0.5362301576078752,0.8423435137713423,0.5527741044291263,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,1.6212548739271966,1.2214328679813113,-0.6542483510656538
United Methodist,TRUE,0.7589270073198698,0.5686541880099867,Ohio,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (medium programs),-0.4415055169343764,-0.4223778436978315,0.9443361010196983,-0.4185383247307256,0.6029185845922503,0.32636497875558834,0.5126824946117152,0.8242913955299682,TRUE,TRUE,0.4369332075819745,-0.004817102529507437,-0.506786263499543,-0.2758253125302837,0.8959028236081767,0.29471926258368525,-0.8371731611512663
Not applicable,TRUE,0.04676784554839927,-0.3162420633701257,Ohio,"Private not-for-profit, 4-year or above",Rural: Distant,Master's Colleges and Universities (medium programs),-0.5056273875257378,-0.46000178418099685,1.0341468575768489,-0.5857443745606473,0.34821570158814397,-1.090224978497348,-0.01731978313866451,-0.12030150188736753,TRUE,FALSE,-1.664191650898314,-0.7313096522457984,3.345662941766374,-0.4566037509512404,0.01760360552466982,0.04025126976848947,-0.8829043636726694
Not applicable,TRUE,-0.9949608722047111,-1.122368417535241,Ohio,"Public, 4-year or above",Town: Fringe,Baccalaureate Colleges--Arts & Sciences,-0.29079262440393694,-0.17761550560954703,1.1688629924125749,-0.5857443745606473,0.09351281858403755,-1.5099553362019216,0.13366923784836218,0.46223347718350677,TRUE,FALSE,-0.5258562987403089,-0.9179356561338293,1.942558246566634,-0.4566037509512404,-1.088765695356512,0.4581856828623308,-1.0200979712368787
Roman Catholic,TRUE,0.006964387866308021,-0.3657000109548148,Ohio,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (medium programs),-0.461219017645109,-0.4729565475708047,0.7198092096268217,-0.5857443745606473,0.2633147405867752,0.9559605153124489,0.20916374834187554,1.0447684562543804,TRUE,FALSE,-0.015251970005480776,0.4230967340882335,-0.27391311864128204,-0.4566037509512404,0.18487215092676226,0.06658056595694584,-0.5170547435014444
